feature,n_features,roc_auc_4class_micro,roc_auc_binary_detected,roc_auc_4class_Down,roc_auc_4class_Not Recovered,roc_auc_4class_Not Sig,roc_auc_4class_Up
boltz_rosetta_side1_normalized,1,0.8864971889497042,0.7864997144954727,0.7172528032619775,0.7823639774859288,0.7606115342586401,0.5804751697034655
boltz_rosetta_A_BC_side1_normalized,1,0.8864971889497042,0.7864997144954727,0.7172528032619775,0.7823639774859288,0.7606115342586401,0.5804751697034655
esmfold_plddt_binder_end_glycine_linker,1,0.8854155893900222,0.7864039385672961,0.6902920962199313,0.7757335522734162,0.7682369772813459,0.4851979324096064
esm2_full_LL_car,1,0.8853588528200709,0.8098222877473007,0.818030498281787,0.7987546311418725,0.7438779145263786,0.7474313872413925
boltz_rosetta_A_B_side1_normalized,1,0.8797342432907743,0.7533953392529317,0.6848253275109171,0.7601157693604585,0.7395821596244133,0.5585180623973728
boltz_rosetta_A_C_side1_normalized,1,0.8745598246083155,0.736133825022714,0.699500849617672,0.7564400619956176,0.738706860528656,0.5463005887534189
esmfold_end_glycine_linker_C_B_pdockq2,1,0.8724255482141148,0.7615995574114455,0.6841978092783505,0.7637256892639906,0.7464764252306915,0.5050038735569413
boltz_rosetta_A_BC_per_residue_energy_int,1,0.8718046130736355,0.7497599774096384,0.7165099135739705,0.7550670638495559,0.7233195413096346,0.553818887105404
boltz_rosetta_per_residue_energy_int,1,0.8718046130736355,0.7497599774096384,0.7165099135739705,0.7550670638495559,0.7233195413096346,0.553818887105404
boltz_singleaascorewithoutseq_solublempnn,1,0.870475266354868,0.7426503502235,0.7469733656174333,0.729360488952524,0.7183944649148426,0.6464989939637827
esmfold_end_C_B_pdockq2,1,0.8699834817581156,0.7563732457573002,0.7185620704467354,0.7629208490402243,0.7465870307167235,0.5338840980962419
total_duplicated_residues,1,0.8696057167480609,0.808378872282009,0.7548861683848798,0.7981248841294925,0.7596341687638616,0.4826515449777111
esmfold_end_glycine_linker_C_B_pdockq2_max,1,0.8692198123144691,0.7544310353452868,0.69128543814433,0.7577033656152247,0.7404951103756564,0.5037783055410914
