features,n_features,roc_auc_leah_12k_detected
"('boltz_rosetta_complex_normalized', 'total_duplicated_residues', 'esmfold_end_C_B_pdockq2')",3,0.8572599722652744
"('boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues', 'esmfold_end_C_B_pdockq2')",3,0.8572599722652744
"('total_duplicated_residues', 'boltz_sap_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.857254016064257
"('esm2_full_LL_car', 'longest_dup_substr_len', 'boltz_sap_score')",3,0.8571975401606425
"('max_pident_cross_team_hamming', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8571090627294233
"('max_pident_cross_team_hamming', 'boltz_rosetta_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8571090627294233
"('boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues')",3,0.8570438045517579
"('seq_kl_vs_human', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_C_complex_normalized')",3,0.8570413125968681
"('seq_kl_vs_human', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_C_complex_normalized')",3,0.8570413125968681
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8570297717314218
"('boltz_rosetta_complex_normalized', 'total_duplicated_residues')",2,0.8570193327351335
"('boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues')",2,0.8570193327351335
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_end', 'longest_dup_substr_len')",3,0.8570121152731306
"('longest_dup_substr_len', 'boltz_rosetta_A_B_complex_normalized', 'gravy_score')",3,0.8570117267992957
"('aa_sequence_entropy', 'seq_kl_vs_human', 'boltz_sap_score')",3,0.8569998744979919
"('max_pident_cross_team_hamming', 'seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized')",3,0.8569825236491904
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle', 'total_duplicated_residues')",3,0.8567354974265712
"('aa_sequence_entropy', 'esm2_full_LL_car', 'longest_dup_substr_len')",3,0.8567148982252317
"('boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8565258177665389
"('boltz_rosetta_complex_normalized', 'total_duplicated_residues', 'boltz_rosetta_side1_normalized')",3,0.8565258177665389
"('boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues', 'boltz_rosetta_side1_normalized')",3,0.8565258177665389
"('boltz_rosetta_complex_normalized', 'total_duplicated_residues', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8565258177665389
"('esm2_pll', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_complex_normalized')",3,0.8565127433461865
"('esm2_full_LL_car', 'total_duplicated_residues', 'boltz_sap_score')",3,0.856472766064257
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_start', 'esmfold_end_C_B_pdockq2')",3,0.8564706505522057
"('gravy_score', 'boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8564197732278325
"('gravy_score', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8564197732278325
"('aa_sequence_entropy', 'seq_kl_vs_human', 'esm2_full_LL_car')",3,0.8563352843719744
"('boltz_rosetta_A_C_complex_normalized', 'gravy_score', 'boltz_sap_score')",3,0.8563198118753675
"('esmfold_plddt_binder_start', 'total_duplicated_residues', 'longest_dup_substr_len')",3,0.8562970287123439
"('aa_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8562824007268452
"('esm2_pll', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_B_complex_normalized')",3,0.8562023887896172
"('esm2_pll', 'esm2_full_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8561784335632918
"('esmfold_plddt_binder_middle', 'total_duplicated_residues', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8561498915599186
"('esm2_full_LL_alone', 'esm2_binder_LL_car', 'esm2_full_LL_car')",3,0.8561440060738217
"('esm2_binder_LL_target', 'esm2_full_LL_alone', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8561440060738217
"('esm2_full_LL_target', 'esm2_full_LL_alone', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8561351778446762
"('esm2_pll', 'esm2_full_LL_car_target', 'esm2_full_LL_car')",3,0.8561281855746892
"('esmfold_plddt_binder_middle', 'total_duplicated_residues', 'esmfold_plddt_binder_end')",3,0.8561263496155307
"('esm2_binder_LL_target', 'esm2_binder_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8560763229837061
"('seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8560739671850782
"('seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8560739671850782
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.8560445387062566
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.8560445387062566
"('esmfold_plddt_binder_start', 'total_duplicated_residues', 'esmfold_end_C_B_pdockq2')",3,0.8560380673240754
"('esm2_pll', 'esm2_full_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8560217780694132
"('seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8560098337876115
"('boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_B_complex_normalized', 'gravy_score')",3,0.856009375842165
"('boltz_rosetta_A_C_complex_normalized', 'gravy_score', 'esmfold_end_C_B_pdockq2')",3,0.855983111538667
"('esm2_pll', 'esm2_binder_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8559656185527397
"('esm2_pll', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_B_complex_normalized')",3,0.8559061412583466
"('esm2_full_LL_car', 'esmfold_plddt_binder_middle_glycine_linker')",2,0.8558909301716503
"('seq_kl_vs_human', 'boltz_rosetta_A_BC_side1_normalized', 'boltz_rosetta_side1_normalized')",3,0.8558854718981973
"('esm2_full_LL_target', 'esm2_binder_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8558821019425047
"('seq_kl_vs_human', 'boltz_rosetta_A_BC_side1_normalized')",2,0.8558650787176768
"('seq_kl_vs_human', 'boltz_rosetta_side1_normalized')",2,0.8558650787176768
"('aa_sequence_entropy', 'seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized')",3,0.8557105445994334
"('aa_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized')",2,0.8557052001496446
"('esmfold_plddt_binder_middle', 'total_duplicated_residues', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8556054840959452
"('aa_sequence_entropy', 'esm2_full_LL_car', 'total_duplicated_residues')",3,0.8555848848946057
"('esm2_pll', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_B_complex_normalized')",3,0.8555832011983029
"('esm2_binder_LL_car_target', 'esm2_binder_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8555466292349752
"('seq_kl_vs_human', 'esm2_full_LL_car')",2,0.8555378010058297
"('esm2_full_LL_alone', 'esm2_pll', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8555311212395293
"('gravy_score', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8554907171170535
"('esm2_binder_LL_car_target', 'esm2_full_LL_car')",2,0.855481888887908
"('esm2_full_LL_car_target', 'esm2_full_LL_car', 'boltz_rosetta_A_B_complex_normalized')",3,0.8554381626765576
"('esmfold_plddt_binder_middle_glycine_linker', 'gravy_score')",2,0.8554289195130349
"('esmfold_plddt_binder_end', 'longest_dup_substr_len', 'boltz_sap_score')",3,0.8554091365461848
"('esm2_pll', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8553982883475971
"('esmfold_plddt_binder_end', 'esmfold_plddt_binder_middle_glycine_linker', 'gravy_score')",3,0.8553877211103558
"('esm2_full_LL_car', 'longest_dup_substr_len', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8553082670480462
"('max_pident_cross_team_hamming', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8552899910270005
"('max_pident_cross_team_hamming', 'boltz_rosetta_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8552899910270005
"('esm2_full_LL_car', 'longest_dup_substr_len', 'boltz_rosetta_side1_normalized')",3,0.8552736764825841
"('esm2_full_LL_car', 'longest_dup_substr_len', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8552736764825841
"('esm2_binder_LL_target', 'esm2_full_LL_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8552464694440275
"('esm2_binder_LL_car_target', 'esm2_binder_LL_car', 'esm2_full_LL_car')",3,0.855178786353912
"('esm2_binder_LL_target', 'esm2_full_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8551493589234268
"('esm2_binder_LL_target', 'esmfold_end_glycine_linker_C_B_pdockq2', 'esmfold_end_C_B_pdockq2')",3,0.8550434201736807
"('aa_sequence_entropy', 'boltz_sap_score')",2,0.8550357680722891
"('seq_kl_vs_human', 'boltz_sap_score', 'esmfold_end_C_B_pdockq2')",3,0.8550169427710843
"('esm2_binder_LL_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.8550139927431958
"('esm2_full_LL_alone', 'esm2_full_LL_car', 'esmfold_end_C_B_pdockq2')",3,0.8550139927431957
"('esm2_binder_LL_target', 'esm2_binder_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8549933935418561
"('esmfold_plddt_binder_end', 'esmfold_plddt_binder_start_glycine_linker', 'gravy_score')",3,0.854981622569662
"('esm2_binder_LL_target', 'esm2_full_LL_car_target', 'esm2_full_LL_car')",3,0.8548580273616249
"('longest_dup_substr_len', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_sap_score')",3,0.8548569277108433
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'esmfold_end_C_B_pdockq2')",3,0.8548550846185764
"('esmfold_plddt_binder_start', 'longest_dup_substr_len', 'boltz_sap_score')",3,0.8548506526104418
"('esmfold_plddt_binder_start', 'longest_dup_substr_len', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8548285999311399
"('esm2_binder_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2', 'esmfold_end_C_B_pdockq2')",3,0.8548197717019944
"('esm2_binder_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.8548109434728488
"('esm2_binder_LL_target', 'esm2_full_LL_target', 'esm2_full_LL_car')",3,0.8547844587854123
"('esmfold_plddt_binder_end', 'longest_dup_substr_len', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8547432603827332
"('max_pident_cross_team_hamming', 'longest_dup_substr_len', 'esmfold_end_C_B_pdockq2')",3,0.8546755772926176
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8546284934038415
"('max_pident_cross_team_hamming', 'total_duplicated_residues', 'boltz_rosetta_A_C_complex_normalized')",3,0.8546069157180268
"('esmfold_plddt_binder_middle', 'total_duplicated_residues', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8546049514594535
"('esm2_binder_LL_car_target', 'esm2_full_LL_car_target', 'total_duplicated_residues')",3,0.8545902377442108
"('max_pident_cross_team_hamming', 'total_duplicated_residues', 'esmfold_end_C_B_pdockq2')",3,0.8545887663726867
"('esm2_full_LL_target', 'esmfold_end_glycine_linker_C_B_pdockq2', 'esmfold_end_C_B_pdockq2')",3,0.8545872950011624
"('max_pident_cross_team_hamming', 'total_duplicated_residues', 'boltz_sap_score')",3,0.8545682730923695
"('esm2_full_LL_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.8545637530567742
"('esmfold_plddt_binder_end', 'gravy_score', 'esmfold_end_C_B_pdockq2')",3,0.8545519820845803
"('aa_sequence_entropy', 'longest_dup_substr_len', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8545225546540953
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8545150501672241
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_end', 'boltz_rosetta_side1_normalized')",3,0.8545150501672241
"('esmfold_plddt_binder_middle_glycine_linker', 'gravy_score', 'esmfold_end_C_B_pdockq2')",3,0.8545048981958042
"('aa_sequence_entropy', 'total_duplicated_residues', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8544872417375132
"('boltz_rosetta_A_B_complex_normalized', 'gravy_score', 'boltz_sap_score')",3,0.8544781012326252
"('esm2_full_LL_target', 'esm2_binder_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8544725280222707
"('esm2_full_LL_alone', 'esmfold_end_glycine_linker_C_B_pdockq2', 'esmfold_end_C_B_pdockq2')",3,0.8544195586473975
"('esm2_binder_LL_target', 'esm2_full_LL_car')",2,0.8543871884738641
"('esm2_pll', 'esm2_binder_LL_car', 'esm2_full_LL_car')",3,0.8543635944455282
"('esm2_pll', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.8543399483332447
"('gravy_score', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8543111183620198
"('gravy_score', 'boltz_rosetta_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8543111183620198
"('boltz_rosetta_A_BC_complex_normalized', 'longest_dup_substr_len', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8542907251814993
"('boltz_rosetta_complex_normalized', 'longest_dup_substr_len', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8542907251814993
"('esm2_pll', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_B_complex_normalized')",3,0.8542509169566443
"('boltz_rosetta_A_BC_complex_normalized', 'longest_dup_substr_len', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8541969165511053
"('boltz_rosetta_complex_normalized', 'longest_dup_substr_len', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8541969165511053
"('longest_dup_substr_len', 'gravy_score', 'boltz_rosetta_side1_normalized')",3,0.8541806020066889
"('longest_dup_substr_len', 'gravy_score', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8541806020066889
"('aa_sequence_entropy', 'total_duplicated_residues')",2,0.8541767823458959
"('aa_sequence_entropy', 'longest_dup_substr_len')",2,0.8541238129710229
"('esmfold_plddt_binder_start', 'longest_dup_substr_len', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8541105706273047
"('total_duplicated_residues', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_plddt_binder_end_glycine_linker')",3,0.85406054399548
"('esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_complex_normalized', 'gravy_score')",3,0.8540285114832715
"('aa_sequence_entropy', 'total_duplicated_residues', 'longest_dup_substr_len')",3,0.8540090459921311
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_sap_score')",3,0.8539752761044177
"('esm2_full_LL_alone', 'esm2_full_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8539575479887823
"('esmfold_plddt_binder_middle', 'longest_dup_substr_len', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.853892807641715
"('max_pident_cross_team_hamming', 'longest_dup_substr_len', 'boltz_sap_score')",3,0.8537399598393575
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'esm2_full_LL_car')",3,0.8537044720866107
"('esm2_full_LL_car', 'longest_dup_substr_len', 'gravy_score')",3,0.8536750446561256
"('esm2_binder_LL_target', 'esm2_full_LL_alone', 'esmfold_end_C_B_pdockq2')",3,0.8536632736839317
"('esm2_full_LL_target', 'esm2_full_LL_alone', 'esmfold_end_C_B_pdockq2')",3,0.8536456172256406
"('aa_sequence_entropy', 'total_duplicated_residues', 'esmfold_end_C_B_pdockq2')",3,0.8536235466527768
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle', 'total_duplicated_residues')",3,0.8536218288604291
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle', 'total_duplicated_residues')",3,0.8536218288604291
"('total_duplicated_residues', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8536132470521072
"('esmfold_plddt_binder_start_glycine_linker', 'esmfold_plddt_binder_middle_glycine_linker', 'gravy_score')",3,0.8536103043090585
"('esmfold_plddt_binder_end', 'gravy_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8534513961844393
"('esm2_binder_LL_car_target', 'esm2_binder_LL_car', 'esmfold_end_C_B_pdockq2')",3,0.8533954840665179
"('aa_sequence_entropy', 'longest_dup_substr_len', 'esmfold_end_C_B_pdockq2')",3,0.8533410433201205
"('esm2_binder_LL_target', 'esm2_binder_LL_car_target', 'esmfold_end_C_B_pdockq2')",3,0.8532748316015291
"('boltz_rosetta_A_BC_complex_normalized', 'longest_dup_substr_len', 'esmfold_plddt_binder_start_glycine_linker')",3,0.853242515702749
"('boltz_rosetta_complex_normalized', 'longest_dup_substr_len', 'esmfold_plddt_binder_start_glycine_linker')",3,0.853242515702749
"('esmfold_plddt_binder_start', 'longest_dup_substr_len')",2,0.8532365759418985
"('esmfold_plddt_binder_end', 'gravy_score')",2,0.85323363319885
"('esm2_full_LL_target', 'esm2_full_LL_car')",2,0.8532248049697044
"('total_duplicated_residues', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_sap_score')",3,0.853206576305221
"('esm2_full_LL_target', 'esm2_binder_LL_car_target', 'esmfold_end_C_B_pdockq2')",3,0.8531836065670254
"('longest_dup_substr_len', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8531777210809284
"('esmfold_plddt_binder_middle_glycine_linker', 'gravy_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8531424081643464
"('esmfold_plddt_binder_start', 'longest_dup_substr_len', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8530776678172793
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8529687863244845
"('esmfold_plddt_binder_start_glycine_linker', 'gravy_score', 'esmfold_end_C_B_pdockq2')",3,0.8529629008383875
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle', 'longest_dup_substr_len')",3,0.8529305306648539
"('boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues', 'boltz_sap_score')",3,0.8529243820866301
"('boltz_rosetta_complex_normalized', 'total_duplicated_residues', 'boltz_sap_score')",3,0.8529243820866301
"('max_pident_cross_team_hamming', 'boltz_sap_score', 'esmfold_end_C_B_pdockq2')",3,0.8529241967871485
"('total_duplicated_residues', 'esmfold_plddt_binder_start_glycine_linker')",2,0.8528981604913204
"('esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end', 'longest_dup_substr_len')",3,0.8528716758038838
"('total_duplicated_residues', 'esmfold_plddt_binder_end', 'esmfold_end_C_B_pdockq2')",3,0.8528422483733987
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end', 'longest_dup_substr_len')",3,0.8528387307284444
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end', 'longest_dup_substr_len')",3,0.8528387307284444
"('esm2_binder_LL_target', 'esm2_full_LL_target', 'esmfold_end_C_B_pdockq2')",3,0.8528216491720593
"('esm2_binder_LL_target', 'esm2_full_LL_car_target', 'esmfold_end_C_B_pdockq2')",3,0.8528187064290107
"('total_duplicated_residues', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8528098781998652
"('boltz_rosetta_A_BC_complex_normalized', 'longest_dup_substr_len', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8528020230035076
"('boltz_rosetta_complex_normalized', 'longest_dup_substr_len', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8528020230035076
"('esm2_full_LL_alone', 'esmfold_end_glycine_linker_C_B_pdockq2')",2,0.8526833402487795
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_end')",2,0.85266274104744
"('aa_sequence_entropy', 'seq_kl_vs_human', 'longest_dup_substr_len')",3,0.8526068289295183
"('esm2_binder_LL_target', 'esm2_binder_LL_car', 'esmfold_end_C_B_pdockq2')",3,0.8526038861864698
"('esm2_binder_LL_car_target', 'esmfold_end_C_B_pdockq2')",2,0.8525980007003728
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8525832869851303
"('gravy_score', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8525695407455747
"('gravy_score', 'boltz_rosetta_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8525695407455747
"('esm2_binder_LL_target', 'esmfold_end_C_B_pdockq2')",2,0.8525626877837907
"('total_duplicated_residues', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8525273748672089
"('total_duplicated_residues', 'longest_dup_substr_len', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8525185466380631
"('boltz_rosetta_complex_normalized', 'total_duplicated_residues', 'longest_dup_substr_len')",3,0.8525002039318051
"('boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues', 'longest_dup_substr_len')",3,0.8525002039318051
"('total_duplicated_residues', 'esmfold_plddt_binder_end')",2,0.8524214361174626
"('esm2_binder_LL_target', 'esm2_pll', 'esm2_full_LL_car_target')",3,0.8524039228900278
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8524037796591715
"('total_duplicated_residues', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.852377294971735
"('esm2_full_LL_target', 'esm2_pll', 'esm2_full_LL_car_target')",3,0.8523625421935316
"('boltz_rosetta_A_B_complex_normalized', 'gravy_score', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8523425499231951
"('total_duplicated_residues', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8523360965690558
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'esm2_binder_LL_car')",3,0.8522389860484552
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'esmfold_end_C_B_pdockq2')",3,0.8522036731318732
"('aa_sequence_entropy', 'seq_kl_vs_human', 'total_duplicated_residues')",3,0.8521977876457761
"('max_pident_cross_team_hamming', 'boltz_sap_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8521586345381524
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_end', 'esmfold_end_C_B_pdockq2')",3,0.8521389327848061
"('esm2_full_LL_alone', 'esm2_binder_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8520594787224964
"('total_duplicated_residues', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8520506504933509
"('seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8520442520442522
"('esmfold_plddt_binder_start_glycine_linker', 'gravy_score')",2,0.8520418222642054
"('esmfold_plddt_binder_start', 'boltz_rosetta_A_C_complex_normalized', 'gravy_score')",3,0.8520228742450966
"('esm2_binder_LL_car_target', 'esm2_full_LL_car_target', 'longest_dup_substr_len')",3,0.8520123948337203
"('seq_kl_vs_human', 'total_duplicated_residues')",2,0.8520006238615261
"('esmfold_plddt_binder_start_glycine_linker', 'gravy_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8519770819171382
"('esm2_full_LL_target', 'esmfold_end_C_B_pdockq2')",2,0.8519741391740897
"('esm2_full_LL_target', 'esm2_binder_LL_car', 'esmfold_end_C_B_pdockq2')",3,0.8519653109449441
"('esmfold_plddt_binder_end', 'longest_dup_substr_len', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8519035133409256
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_sap_score')",3,0.8518731174698795
"('esm2_full_LL_alone', 'esm2_full_LL_car_target', 'esmfold_end_C_B_pdockq2')",3,0.8516592656678996
"('total_duplicated_residues', 'esmfold_plddt_binder_end', 'longest_dup_substr_len')",3,0.8515886398347354
"('seq_kl_vs_human', 'esm2_full_LL_car', 'longest_dup_substr_len')",3,0.8515768688625416
"('seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized')",2,0.8515151515151516
"('esmfold_plddt_binder_start', 'boltz_rosetta_A_B_complex_normalized', 'gravy_score')",3,0.8514808362369338
"('esmfold_plddt_binder_middle', 'total_duplicated_residues', 'boltz_sap_score')",3,0.8514464106425703
"('esmfold_plddt_binder_middle', 'longest_dup_substr_len', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8514326744531647
"('esm2_binder_LL_target', 'esm2_pll', 'esm2_binder_LL_car')",3,0.8513428036013029
"('esm2_binder_LL_car_target', 'esm2_pll', 'esm2_binder_LL_car')",3,0.8512866440846294
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8512806917366832
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8512806917366832
"('seq_kl_vs_human', 'total_duplicated_residues', 'longest_dup_substr_len')",3,0.8512531671272059
"('esmfold_plddt_binder_middle', 'total_duplicated_residues', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8511913695231874
"('longest_dup_substr_len', 'boltz_sap_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.851148343373494
"('esmfold_plddt_binder_middle', 'longest_dup_substr_len', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8510648315721017
"('esm2_full_LL_alone', 'esmfold_end_C_B_pdockq2')",2,0.851050117856859
"('seq_kl_vs_human', 'longest_dup_substr_len')",2,0.8510236331694225
"('max_pident_cross_team_hamming', 'total_duplicated_residues', 'boltz_rosetta_A_B_complex_normalized')",3,0.8510031471282453
"('esmfold_plddt_binder_start', 'longest_dup_substr_len', 'esmfold_end_C_B_pdockq2')",3,0.850997148481986
"('esm2_full_LL_target', 'esm2_pll', 'esm2_binder_LL_car')",3,0.8509378639284467
"('esm2_binder_LL_target', 'esm2_pll')",2,0.8508225891310645
"('esm2_binder_LL_target', 'esm2_binder_LL_car_target', 'esm2_pll')",3,0.8507782526705328
"('esm2_full_LL_target', 'esm2_pll')",2,0.8506748009292923
"('seq_kl_vs_human', 'esm2_full_LL_car', 'total_duplicated_residues')",3,0.8506440193161654
"('esm2_binder_LL_target', 'esm2_full_LL_target', 'esm2_pll')",3,0.8506245529406896
"('esm2_binder_LL_target', 'esm2_full_LL_alone', 'esm2_pll')",3,0.8506097741205124
"('max_pident_cross_team_hamming', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8506036381434049
