features,n_features,roc_auc_leah_12k_detected
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8816787666204422
"('esm2_binder_LL_target', 'esm2_full_LL_alone', 'gravy_score')",3,0.8816605310474105
"('aa_sequence_entropy', 'esm2_binder_LL_car_target', 'boltz_rosetta_A_B_complex_normalized')",3,0.881636132029523
"('aa_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_A_B_complex_normalized')",3,0.8816080326701884
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end')",3,0.8815957907003433
"('esm2_binder_LL_car_target', 'esm2_binder_LL_car', 'gravy_score')",3,0.8815722487559554
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car')",3,0.8815074639040705
"('esm2_binder_LL_car_target', 'boltz_rosetta_complex_normalized', 'esm2_full_LL_car')",3,0.8815074639040705
"('esm2_full_LL_car_target', 'boltz_rosetta_A_B_complex_normalized', 'gravy_score')",3,0.8815050016859617
"('seq_kl_vs_human', 'esmfold_plddt_binder_start_glycine_linker')",2,0.8814810237214518
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle', 'boltz_sap_score')",3,0.8814319779116466
"('esm2_full_LL_target', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_complex_normalized')",3,0.8814226925338036
"('esm2_full_LL_car', 'boltz_rosetta_A_B_complex_normalized', 'gravy_score')",3,0.8814207036079578
"('esm2_full_LL_target', 'esm2_full_LL_alone', 'gravy_score')",3,0.881407455145239
"('esm2_pll', 'seq_kl_vs_human', 'boltz_rosetta_A_B_complex_normalized')",3,0.8814069406564469
"('seq_kl_vs_human', 'esm2_full_LL_car_target', 'boltz_rosetta_A_B_complex_normalized')",3,0.8813972874751789
"('esm2_binder_LL_car_target', 'gravy_score')",2,0.8813927414299966
"('esm2_full_LL_target', 'esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8813822334935357
"('seq_kl_vs_human', 'boltz_rosetta_A_BC_complex_normalized', 'longest_dup_substr_len')",3,0.8813769475487396
"('seq_kl_vs_human', 'boltz_rosetta_complex_normalized', 'longest_dup_substr_len')",3,0.8813769475487396
"('esm2_binder_LL_target', 'esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8813497200891458
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_complex_normalized')",3,0.8813318368873926
"('esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8812403568198344
"('esm2_full_LL_target', 'seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized')",3,0.8812142589920369
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8811893302879517
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8811893302879517
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start')",3,0.8811689371074312
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start')",3,0.8811689371074312
"('esm2_pll', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8811014359101683
"('esm2_binder_LL_target', 'esm2_full_LL_target', 'gravy_score')",3,0.8810984671251461
"('esm2_binder_LL_car_target', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.8810873643853496
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.8810873643853496
"('aa_sequence_entropy', 'esm2_full_LL_car', 'boltz_rosetta_A_B_complex_normalized')",3,0.8810647783897194
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_sap_score')",3,0.8810586094377509
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8810384207521005
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8810384207521005
"('esm2_binder_LL_target', 'seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized')",3,0.8810325476992145
"('max_pident_cross_team_hamming', 'esm2_binder_LL_car_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.881016070319788
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8809853984827474
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8809853984827474
"('esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8809791032013254
"('esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8809791032013254
"('esm2_binder_LL_target', 'gravy_score')",2,0.8809601582018664
"('esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.880947036502592
"('esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.880947036502592
"('esm2_binder_LL_target', 'esm2_full_LL_car_target', 'gravy_score')",3,0.8809307307713813
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8809248452852841
"('esm2_binder_LL_car_target', 'esm2_pll', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8809181785399709
"('seq_kl_vs_human', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8808718759104112
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8808467248552083
"('esm2_binder_LL_target', 'esmfold_plddt_binder_end', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8808453912229746
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized')",2,0.8808426462191044
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized')",2,0.8808426462191044
"('esm2_full_LL_target', 'esmfold_plddt_binder_end', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8808306775077321
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.880830677507732
"('esm2_full_LL_alone', 'esm2_full_LL_car', 'gravy_score')",3,0.880807135563344
"('esm2_pll', 'total_duplicated_residues', 'esmfold_plddt_binder_end')",3,0.8808029037425884
"('esm2_binder_LL_target', 'esm2_binder_LL_car', 'gravy_score')",3,0.8807276815010343
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'gravy_score')",3,0.8807041395566464
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.8807041395566464
"('esm2_full_LL_target', 'esm2_pll', 'boltz_rosetta_complex_normalized')",3,0.8807008924916074
"('esm2_full_LL_target', 'esm2_pll', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8807008924916074
"('esm2_pll', 'esm2_binder_LL_car', 'esmfold_plddt_binder_end')",3,0.8806817174171351
"('esm2_full_LL_target', 'gravy_score')",2,0.8806776548692097
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end')",3,0.8806550289583164
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end')",3,0.8806550289583164
"('esm2_full_LL_car_target', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8806550289583163
"('esm2_full_LL_car_target', 'esm2_binder_LL_car', 'boltz_rosetta_complex_normalized')",3,0.8806550289583163
"('esm2_binder_LL_target', 'esm2_pll', 'boltz_rosetta_complex_normalized')",3,0.8806353885204291
"('esm2_binder_LL_target', 'esm2_pll', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8806353885204291
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8806335137234822
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_sap_score')",3,0.880628765060241
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8806223998694838
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8806223998694838
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8806223998694838
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8806223998694838
"('aa_sequence_entropy', 'esm2_pll', 'boltz_rosetta_A_C_complex_normalized')",3,0.8805996472663139
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8805893725777546
"('max_pident_cross_team_hamming', 'esm2_binder_LL_car', 'esmfold_plddt_binder_end')",3,0.8805893725777546
"('esm2_binder_LL_car', 'esmfold_plddt_binder_end', 'boltz_sap_score')",3,0.8805503263052208
"('esm2_binder_LL_car_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_start')",3,0.8805305177167844
"('esm2_pll', 'esmfold_plddt_binder_end')",2,0.8804895927548313
"('seq_kl_vs_human', 'esmfold_plddt_binder_end', 'esmfold_end_C_B_pdockq2')",3,0.8804510636544749
"('esm2_full_LL_target', 'esm2_binder_LL_car', 'gravy_score')",3,0.8804481209114264
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start', 'boltz_sap_score')",3,0.8804373744979919
"('esm2_pll', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8804363890021931
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'boltz_sap_score')",3,0.8804266253364874
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_sap_score')",3,0.8804266253364874
"('esm2_binder_LL_target', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_start')",3,0.8804098652517959
"('esm2_full_LL_target', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_start')",3,0.8803922087935048
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.8803863233074078
"('esm2_pll', 'esm2_full_LL_car', 'esmfold_plddt_binder_end')",3,0.8803388487890235
"('max_pident_cross_team_hamming', 'esm2_pll', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8803270257328817
"('esm2_full_LL_target', 'esm2_pll', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8803033796205982
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8802980410159527
"('esm2_full_LL_car_target', 'esm2_full_LL_car', 'gravy_score')",3,0.8802862700437586
"('esm2_full_LL_car', 'gravy_score', 'boltz_rosetta_side1_normalized')",3,0.8802757158006362
"('esm2_full_LL_car', 'gravy_score', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8802757158006362
"('esm2_pll', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8802708662162082
"('max_pident_cross_team_hamming', 'esm2_binder_LL_car_target', 'boltz_sap_score')",3,0.8802679467871486
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.8802597853563221
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8802471653479077
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8802471653479077
"('esm2_full_LL_alone', 'esm2_pll', 'esmfold_plddt_binder_end')",3,0.8802265297556766
"('max_pident_cross_team_hamming', 'esm2_full_LL_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8802215296966915
"('seq_kl_vs_human', 'esmfold_plddt_binder_end_glycine_linker')",2,0.8802215296966913
"('max_pident_cross_team_hamming', 'esm2_binder_LL_target', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8802156442105945
"('esm2_full_LL_alone', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.8802104576229709
"('esm2_full_LL_alone', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.8802104576229709
"('esm2_binder_LL_target', 'esm2_pll', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8801733260030384
"('seq_kl_vs_human', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8801656175787699
"('esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'boltz_sap_score')",3,0.8801560579338356
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized')",2,0.8801451994453056
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized')",2,0.8801451994453056
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8801411208092015
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle', 'boltz_sap_score')",3,0.8801393072289156
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8801329635369933
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8801329635369933
"('esm2_pll', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8801319453065423
"('max_pident_cross_team_hamming', 'esm2_full_LL_alone', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8801273619191392
"('boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues', 'gravy_score')",3,0.8801166489925769
"('boltz_rosetta_complex_normalized', 'total_duplicated_residues', 'gravy_score')",3,0.8801166489925769
"('esmfold_plddt_binder_middle', 'longest_dup_substr_len', 'gravy_score')",3,0.8800949917456058
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'boltz_rosetta_side1_normalized')",3,0.8800840199037441
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8800840199037441
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'total_duplicated_residues')",3,0.8800802780303634
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'total_duplicated_residues')",3,0.8800537933429268
"('max_pident_cross_team_hamming', 'esm2_full_LL_car', 'esmfold_plddt_binder_end')",3,0.8800508505998783
"('aa_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_sap_score')",3,0.8800473121788074
"('aa_sequence_entropy', 'boltz_rosetta_complex_normalized', 'boltz_sap_score')",3,0.8800473121788074
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8800449651137812
"('max_pident_cross_team_hamming', 'aa_sequence_entropy', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8800146830899747
"('max_pident_cross_team_hamming', 'aa_sequence_entropy', 'boltz_rosetta_side1_normalized')",3,0.8800146830899747
"('esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'boltz_sap_score')",3,0.8800010688899578
"('esm2_full_LL_target', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_C_complex_normalized')",3,0.8799636577414356
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_end', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.879962568308423
"('esm2_pll', 'esmfold_plddt_binder_end', 'longest_dup_substr_len')",3,0.8799516437003801
"('esm2_binder_LL_target', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_C_complex_normalized')",3,0.8799476243920689
"('esm2_pll', 'esmfold_plddt_binder_start', 'boltz_sap_score')",3,0.8799152654574341
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end')",3,0.8798654577878223
"('aa_sequence_entropy', 'esm2_full_LL_car_target', 'boltz_rosetta_A_B_complex_normalized')",3,0.879861189164887
"('aa_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8798311444652908
"('aa_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8798311444652908
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_middle_glycine_linker', 'gravy_score')",3,0.8798301448712402
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'boltz_rosetta_side1_normalized')",3,0.8798189085569788
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8798189085569788
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues')",3,0.8798148299208743
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'total_duplicated_residues')",3,0.8798148299208743
"('aa_sequence_entropy', 'esm2_pll', 'boltz_rosetta_A_B_complex_normalized')",3,0.8797893350888744
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8797830609824642
"('esm2_full_LL_alone', 'esmfold_plddt_binder_end', 'boltz_sap_score')",3,0.8797784889558233
"('esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8797536075100052
"('esm2_binder_LL_target', 'esm2_full_LL_target', 'esmfold_plddt_binder_start')",3,0.8797389198367366
"('esm2_pll', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.879738828689828
"('esm2_full_LL_car', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_sap_score')",3,0.879737700803213
"('esm2_binder_LL_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_start')",3,0.8797300916075911
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8797212633784456
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end')",3,0.8797036069201547
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start')",2,0.8797006641771059
"('esm2_full_LL_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_start')",3,0.8796977214340577
"('max_pident_cross_team_hamming', 'esm2_full_LL_target', 'boltz_sap_score')",3,0.8796906375502008
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8796761562933355
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8796761562933355
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8796761562933355
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8796761562933355
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues')",3,0.8796598417489192
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'total_duplicated_residues')",3,0.8796598417489192
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.879647605840607
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.879647605840607
"('esm2_binder_LL_target', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_start')",3,0.879635923830039
"('esm2_full_LL_target', 'esmfold_plddt_binder_start')",2,0.8796300383439418
"('max_pident_cross_team_hamming', 'esm2_pll', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8796077949725701
"('max_pident_cross_team_hamming', 'esm2_pll', 'boltz_rosetta_side1_normalized')",3,0.8796077949725701
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_start')",3,0.8795800117121173
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8795623552538263
"('max_pident_cross_team_hamming', 'esm2_binder_LL_target', 'boltz_sap_score')",3,0.879558860441767
"('aa_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8795537972102129
"('aa_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8795537972102129
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.8795537972102129
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.8795537972102129
"('seq_kl_vs_human', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8795537972102128
"('seq_kl_vs_human', 'boltz_rosetta_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8795537972102128
"('esm2_full_LL_target', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8795388133094382
"('esmfold_plddt_binder_start', 'esm2_full_LL_car', 'boltz_sap_score')",3,0.8795149347389558
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8795005576498076
"('max_pident_cross_team_hamming', 'gravy_score', 'esmfold_end_C_B_pdockq2')",3,0.8794858439345652
"('esm2_full_LL_target', 'esm2_full_LL_alone', 'esmfold_plddt_binder_start')",3,0.8794858439345651
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8794623019901772
"('esm2_full_LL_car_target', 'gravy_score', 'esmfold_end_C_B_pdockq2')",3,0.8794358173027407
"('esm2_binder_LL_target', 'esm2_full_LL_alone', 'esmfold_plddt_binder_start')",3,0.8794269890735951
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'esmfold_plddt_binder_start')",3,0.8794181608444496
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'esmfold_end_C_B_pdockq2')",3,0.8793906517660494
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'esmfold_end_C_B_pdockq2')",3,0.8793906517660494
"('aa_sequence_entropy', 'esm2_full_LL_alone', 'boltz_rosetta_A_C_complex_normalized')",3,0.8793650793650792
"('esm2_binder_LL_target', 'total_duplicated_residues', 'gravy_score')",3,0.8793445922682368
"('esm2_binder_LL_car_target', 'total_duplicated_residues', 'gravy_score')",3,0.8793269358099459
"('esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8793062904174016
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_C_complex_normalized')",3,0.8793009459676127
"('aa_sequence_entropy', 'esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8792968431356554
"('aa_sequence_entropy', 'esm2_binder_LL_car_target', 'boltz_rosetta_side1_normalized')",3,0.8792968431356554
"('total_duplicated_residues', 'esmfold_plddt_binder_middle_glycine_linker', 'gravy_score')",3,0.8792916228933639
"('max_pident_cross_team_hamming', 'boltz_rosetta_A_BC_complex_normalized', 'total_duplicated_residues')",3,0.8792499388204584
"('max_pident_cross_team_hamming', 'boltz_rosetta_complex_normalized', 'total_duplicated_residues')",3,0.8792499388204584
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8792474817476363
"('esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8792207792207793
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end')",3,0.8792030345052615
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end')",3,0.8792030345052615
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'total_duplicated_residues')",3,0.8792003978588603
"('esm2_binder_LL_car', 'esm2_full_LL_car', 'gravy_score')",3,0.8791974551158117
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_C_complex_normalized')",3,0.8791887125220457
"('aa_sequence_entropy', 'esm2_binder_LL_car_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.879172679172679
"('esm2_pll', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8791654104669517
"('esm2_full_LL_alone', 'esm2_full_LL_car_target', 'gravy_score')",3,0.879153313970084
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'boltz_sap_score')",3,0.8791509789156627
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8791500122359082
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8791500122359082
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_sap_score')",3,0.879133697691492
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'boltz_sap_score')",3,0.879133697691492
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.879118001053502
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start')",2,0.879100344595211
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.87908268813692
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end')",3,0.8790738599077743
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_side1_normalized')",3,0.8790602822416184
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8790602822416184
"('max_pident_cross_team_hamming', 'esm2_binder_LL_car_target', 'esm2_pll')",3,0.8790530914336047
"('esm2_pll', 'boltz_sap_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.879048375606035
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end')",3,0.8790444324772895
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.8790326615050953
"('max_pident_cross_team_hamming', 'gravy_score', 'boltz_sap_score')",3,0.8790286144578312
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.8790150050468044
"('esm2_full_LL_target', 'boltz_sap_score', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8790031813361612
"('esm2_full_LL_target', 'boltz_sap_score', 'boltz_rosetta_side1_normalized')",3,0.8790031813361612
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_side1_normalized')",3,0.878995024063953
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_BC_side1_normalized')",3,0.878995024063953
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'esm2_full_LL_car')",3,0.8789827881556407
