features,n_features,roc_auc_4class_micro,roc_auc_binary_detected,roc_auc_4class_Down,roc_auc_4class_Not Recovered,roc_auc_4class_Not Sig,roc_auc_4class_Up
"('dna_sequence_entropy', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9334789650412911,0.9017945998857981,0.8199966021066938,0.9066930418468065,0.8676544941529528,0.6876027152554485
"('dna_sequence_entropy', 'max_pident_cross_team_hamming', 'seq_kl_vs_human')",3,0.9334221488078138,0.908916217162666,0.84375,0.9070534608129622,0.8650182139943232,0.7406621877341597
"('dna_sequence_entropy', 'max_pident_cross_team_hamming', 'esmfold_plddt_binder_end')",3,0.9333412333620607,0.9128800920490026,0.8360180412371134,0.9051701052619189,0.8633232208317533,0.7193893750238128
"('boltz_rosetta_A_BC_complex_normalized', 'aa_sequence_entropy', 'gravy_score')",3,0.9333139969041431,0.911938167876662,0.8474345905538566,0.9086589444489762,0.8686942410255574,0.7297070382279386
"('boltz_rosetta_complex_normalized', 'aa_sequence_entropy', 'gravy_score')",3,0.9333139969041431,0.911938167876662,0.8474345905538566,0.9086589444489762,0.8686942410255574,0.7297070382279386
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9332955089533658,0.9133862438533455,0.7383483676975945,0.9082511572337038,0.869678008756507,0.7418814056566632
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9332904816623577,0.9146427951350573,0.8080970790378007,0.9073918762635403,0.8656674825616805,0.7633320209807084
"('esm2_pll', 'aa_sequence_entropy', 'gravy_score')",3,0.933273371644329,0.9121310467542754,0.8212209302325582,0.9124739153823872,0.8716671575336534,0.7153808929526526
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'boltz_rosetta_side1_normalized')",3,0.933226104044187,0.9016273758055307,0.8161739721372749,0.9100456807243659,0.8684169751928629,0.6794390853876384
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized')",3,0.933226104044187,0.9016273758055307,0.8161739721372749,0.9100456807243659,0.8684169751928629,0.6794390853876384
"('dna_sequence_entropy', 'max_pident_cross_team_hamming', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9332148329024227,0.9110276352999686,0.8358569587628866,0.9078597724082526,0.8646907068408776,0.7317339564891604
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9331645790422181,0.9033077738804143,0.8531260618416582,0.9109960029366181,0.8662029259700228,0.7034476598785281
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9331645790422181,0.9033077738804143,0.8531260618416582,0.9109960029366181,0.8662029259700228,0.7034476598785281
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9330908842596396,0.9020433966881476,0.8187223921168876,0.9102740843461946,0.8681111672891557,0.686798856734548
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_side1_normalized')",3,0.9330908842596396,0.9020433966881476,0.8187223921168876,0.9102740843461946,0.8681111672891557,0.686798856734548
"('dna_sequence_entropy', 'aa_sequence_entropy', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9330516705221208,0.9035769638632841,0.8206761807679238,0.907851374500367,0.8659052729437478,0.6916577349053232
"('dna_sequence_entropy', 'aa_sequence_entropy', 'boltz_rosetta_side1_normalized')",3,0.9330516705221208,0.9035769638632841,0.8206761807679238,0.907851374500367,0.8659052729437478,0.6916577349053232
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9329414440294935,0.9146633943363968,0.7371670962199313,0.9088397058434049,0.8692758069891177,0.7260950735975819
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'seq_kl_vs_human')",3,0.9329407258450637,0.9140042198935315,0.7480670103092784,0.9076979215405848,0.8669459096080256,0.731010045847674
"('dna_sequence_entropy', 'esmfold_plddt_binder_start')",2,0.93292157426027,0.9130919695484949,0.7382946735395189,0.9082452717476068,0.8685346065892141,0.729867029045327
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_sap_score')",3,0.9329069853526548,0.9006974467737988,0.8453109072375128,0.9089485276123664,0.8644985565866945,0.7140585923544123
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'boltz_sap_score')",3,0.9329069853526548,0.9006974467737988,0.8453109072375128,0.9089485276123664,0.8644985565866945,0.7140585923544123
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'seq_kl_vs_human')",3,0.9329005624128889,0.9047108247002202,0.8498131158681617,0.9095929521168122,0.8646983510837832,0.7001250446588068
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'seq_kl_vs_human')",3,0.9329005624128889,0.9047108247002202,0.8498131158681617,0.9095929521168122,0.8646983510837832,0.7001250446588068
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9328811165373936,0.912532848369279,0.7379188144329897,0.9075949255338872,0.8695429838774549,0.7395826718652764
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9328717801398067,0.9129124622225362,0.7385631443298969,0.9078715433804466,0.8689310626170693,0.7349090031623464
"('dna_sequence_entropy', 'max_pident_cross_team_hamming')",2,0.9328471224743846,0.9090103849402182,0.8433204467353952,0.9069225087473038,0.8639164684386528,0.7360647201513861
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9327841616393757,0.9127094129521893,0.743127147766323,0.9072005979653874,0.8691235448914629,0.7351122061494304
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9327779373743176,0.9127064702091408,0.8061103951890034,0.9053672690461687,0.8652767722733593,0.7493618156186895
"('dna_sequence_entropy', 'esm2_full_LL_alone', 'esmfold_plddt_binder_end')",3,0.9327475342334578,0.9125534475706185,0.8020296391752577,0.9067680147372572,0.8621194883993519,0.747202783880923
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'esmfold_plddt_binder_end')",3,0.9327472948386478,0.9125593330567153,0.7715313573883161,0.906400171856194,0.8619643534319303,0.7625192090323728
"('dna_sequence_entropy', 'esm2_full_LL_target', 'esmfold_plddt_binder_end')",3,0.9327077946950111,0.9125240201401335,0.7704574742268041,0.906382515397903,0.8619787177807656,0.7615031940969533
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'gravy_score')",3,0.9327031415274496,0.9012113549229138,0.8350322799864084,0.9089485276123664,0.864942997406749,0.6995176848874598
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'gravy_score')",3,0.9327031415274496,0.9012113549229138,0.8350322799864084,0.9089485276123664,0.864942997406749,0.6995176848874598
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.9325801972613235,0.9121797192034583,0.7320124570446735,0.9077420626863124,0.8683708530124912,0.7295114238179301
"('aa_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized', 'gravy_score')",3,0.9325625358359642,0.9014376569932125,0.8129779099405268,0.9091390091390091,0.8758665395206309,0.6683742061100552
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized')",2,0.9325618368525972,0.9012888490088914,0.8481141692150866,0.9089648421567827,0.8647228157160798,0.6935334047874241
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized')",2,0.9325618368525972,0.9012888490088914,0.8481141692150866,0.9089648421567827,0.8647228157160798,0.6935334047874241
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9325557519622927,0.9007178399543193,0.8501529051987768,0.9091524594175708,0.8654322900526805,0.6869239013933547
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9325557519622927,0.9007178399543193,0.8501529051987768,0.9091524594175708,0.8654322900526805,0.6869239013933547
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.9325557519622927,0.9007178399543193,0.8501529051987768,0.9091524594175708,0.8654322900526805,0.6869239013933547
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.9325557519622927,0.9007178399543193,0.8501529051987768,0.9091524594175708,0.8654322900526805,0.6869239013933547
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_complex_normalized')",3,0.9325469626762969,0.9012929276449955,0.8481141692150866,0.9089607635206787,0.8646942736450671,0.6933904966059307
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9325201091640334,0.9123709975016111,0.7975193298969072,0.9057527683855229,0.8638977947851669,0.7415258004292663
"('aa_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'gravy_score')",3,0.9325162842264196,0.9020784159454498,0.739410480349345,0.9114120864710951,0.8702910798122065,0.6953817733990147
"('dna_sequence_entropy', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_end')",3,0.9324940151297519,0.9118177618084923,0.7716387457044674,0.9057380546702805,0.8627917399248458,0.7484347019901192
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker')",2,0.9324918605764626,0.9103316765689969,0.7393148625429553,0.9064472557449701,0.8685978097240896,0.7400906793329862
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_C_side1_normalized')",3,0.9324787245789148,0.902426380204158,0.8022514868309261,0.9090534979423869,0.8738147025104199,0.6587084511612814
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_side1_normalized', 'esm2_full_LL_car')",3,0.9324624503109548,0.9011379394730402,0.810227658851512,0.9096786034749978,0.867328299055665,0.6762951053947839
"('dna_sequence_entropy', 'boltz_rosetta_side1_normalized', 'esm2_full_LL_car')",3,0.9324624503109548,0.9011379394730402,0.810227658851512,0.9096786034749978,0.867328299055665,0.6762951053947839
"('dna_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.9324596564093216,0.9020950243172465,0.8079864061172473,0.9094650205761317,0.8720039429557167,0.6531454267303324
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9324327019583544,0.9014683089974711,0.8487937478763168,0.9090872012399054,0.8648696035098592,0.6884780278670954
"('dna_sequence_entropy', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9324327019583544,0.9014683089974711,0.8487937478763168,0.9090872012399054,0.8648696035098592,0.6884780278670954
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker', 'seq_kl_vs_human')",3,0.9323996935746433,0.912270944237962,0.7542955326460481,0.9064001718561939,0.866658622631319,0.7410685937083276
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9323714449870726,0.9109231679217464,0.73571735395189,0.906638534043123,0.8687788005194148,0.7396588729854329
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end')",3,0.9323386478981135,0.9126593863203647,0.7369523195876289,0.9072005979653875,0.866282276691833,0.7273269917067781
"('dna_sequence_entropy', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_end')",3,0.9323273963420473,0.9113116100041493,0.7801224226804123,0.9052760440116651,0.8625130715574402,0.7470249812672246
"('dna_sequence_entropy', 'esm2_binder_LL_car', 'esmfold_plddt_binder_end')",3,0.9323068083883942,0.9108025154567578,0.781786941580756,0.9050170826233965,0.8625963847806851,0.7469995808938392
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'gravy_score')",3,0.9322979507804271,0.913150824409465,0.7598260309278351,0.9085572025107485,0.8681754978683306,0.7032855382974129
"('dna_sequence_entropy', 'esm2_full_LL_alone', 'esm2_full_LL_car')",3,0.9322926840946087,0.9120943796550518,0.8163122852233677,0.911670624656067,0.8677445674032704,0.7455517596108663
"('dna_sequence_entropy', 'aa_sequence_entropy', 'seq_kl_vs_human')",3,0.9322675476395671,0.9074625020967044,0.8173324742268041,0.9087690800102408,0.8663167511290377,0.7485617038570467
"('aa_sequence_entropy', 'boltz_sap_score', 'gravy_score')",3,0.9322141435606306,0.9038058483935743,0.8146288764616167,0.9068984892192468,0.8654180713621349,0.7445826645264847
"('dna_sequence_entropy', 'esm2_full_LL_alone', 'boltz_rosetta_A_C_complex_normalized')",3,0.9322095529755877,0.9065576398909734,0.8215802888700086,0.9106568328790552,0.8705306918387243,0.6732418524871355
"('aa_sequence_entropy', 'gravy_score', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9321644669988045,0.9027139809236947,0.8131037112353838,0.9066253998248461,0.8641233309745779,0.7625468164794007
"('aa_sequence_entropy', 'gravy_score', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9321581442114334,0.915299026834874,0.7997744845360825,0.90804222247726,0.8691063076728605,0.7390619642108739
"('dna_sequence_entropy', 'esmfold_plddt_binder_end', 'esm2_full_LL_car')",3,0.9321495259982764,0.910419958860452,0.7842568728522337,0.9047022091172064,0.8625877661713839,0.7508985382085116
"('dna_sequence_entropy', 'aa_sequence_entropy', 'esmfold_plddt_binder_middle')",3,0.9321392320214498,0.9129713170835063,0.803479381443299,0.905823394218687,0.8631278656875927,0.7446373461689887
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker')",3,0.932111222828689,0.910908454206504,0.7428049828178693,0.9062383209885263,0.868350742924122,0.726539580131828
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9320942257971847,0.9098755513964787,0.7370597079037801,0.9057615966146685,0.8686006825938567,0.7259299711705762
"('dna_sequence_entropy', 'max_pident_cross_team_hamming', 'aa_sequence_entropy')",3,0.9320571196016469,0.9095959908068707,0.8443943298969072,0.9069740067506525,0.8633835510968617,0.7242154459670558
"('aa_sequence_entropy', 'esmfold_plddt_binder_start', 'gravy_score')",3,0.9320561620224075,0.9149841533286838,0.7959085051546392,0.9082393862615099,0.8686811229473346,0.7174716468332085
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9320530498898785,0.9116411972255818,0.727502147766323,0.9071623423057568,0.868238701003206,0.7263236769580512
"('dna_sequence_entropy', 'esm2_pll', 'seq_kl_vs_human')",3,0.9320440607730486,0.9168543576829176,0.812984496124031,0.9170257919969732,0.8697527762859272,0.7336678297633904
"('dna_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9319936799770181,0.9116176552811939,0.7415700171821306,0.905735111927232,0.8689339354868365,0.7231359300981725
"('dna_sequence_entropy', 'esm2_pll', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9319752443883969,0.9186012142278657,0.8080318690783808,0.9167065694811452,0.8661232480379759,0.7341644805542112
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9319697404960259,0.9105347258393438,0.7365764604810996,0.9063619161965636,0.867689982877696,0.7285589098159744
"('dna_sequence_entropy', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9319530097726719,0.8999184272779182,0.8124362895005097,0.9080512276694673,0.8691346044068958,0.6851554126473741
"('dna_sequence_entropy', 'boltz_rosetta_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9319530097726719,0.8999184272779182,0.8124362895005097,0.9080512276694673,0.8691346044068958,0.6851554126473741
"('dna_sequence_entropy', 'esm2_pll', 'aa_sequence_entropy')",3,0.9319206243907887,0.9174662008382547,0.8284345391903531,0.9161893107749423,0.8672753417300463,0.7058935893844077
"('dna_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start')",3,0.9318969236834204,0.9004435893324781,0.8020390824129142,0.9087595532039976,0.8704503326868887,0.6522646145287655
"('dna_sequence_entropy', 'esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.9318880547673307,0.9069798514242959,0.8289082412914188,0.9099887766554432,0.869373520052287,0.6793843586296416
"('esm2_pll', 'max_pident_cross_team_hamming', 'gravy_score')",3,0.9318847724980852,0.9005562747914708,0.8459840654608097,0.9063939087614759,0.8608940709042925,0.7221302498535517
"('dna_sequence_entropy', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_C_side1_normalized')",3,0.9318791858512406,0.8992571214793438,0.7987468139337298,0.9080594302816526,0.8725289560810449,0.6547679755226925
"('dna_sequence_entropy', 'esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.9318463708617084,0.9069638180749293,0.828589634664401,0.9101170434503768,0.8692824463468731,0.6781790366696028
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle')",2,0.9318287369529829,0.9101609974721836,0.7283075601374571,0.9063648589396119,0.8674946277335356,0.7290923176570695
"('dna_sequence_entropy', 'gravy_score', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9318143732643875,0.9102639934788814,0.7637993986254294,0.9064501984880186,0.8679169395892946,0.7112231549803782
"('dna_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.9316944925183523,0.9053800906672662,0.7554585152838429,0.9056985500730583,0.8661408450704224,0.6883825944170773
"('dna_sequence_entropy', 'seq_kl_vs_human', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9316927607009482,0.9104641000061797,0.7564969931271477,0.9043637936666284,0.8655841693384355,0.7256124665032577
"('dna_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker')",2,0.931671933352485,0.9094841665710275,0.7436103951890034,0.9045844993952661,0.8679255581985958,0.7258791704238052
"('dna_sequence_entropy', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9316649909029973,0.9099196925422064,0.7334085051546392,0.9057851385590566,0.8682817940497121,0.7151729130418217
"('dna_sequence_entropy', 'esm2_pll', 'gravy_score')",3,0.9316338092491627,0.9151104569020045,0.8173449612403101,0.917102641861895,0.8703013923297702,0.7118661335099203
"('dna_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9316185483098727,0.9095665633763856,0.7395296391752577,0.9046727816867215,0.8682099723055354,0.7217135091885851
"('dna_sequence_entropy', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9316156755721537,0.9098784941395273,0.741516323024055,0.904943514047184,0.8684886406729411,0.7155920192026822
"('dna_sequence_entropy', 'esm2_pll', 'boltz_rosetta_A_B_side1_normalized')",3,0.9315882229843269,0.9046506160067715,0.75054704595186,0.9114078811248001,0.8711415094339623,0.6941038512179065
"('dna_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_start')",3,0.9315778711785132,0.905806264283841,0.7393013100436681,0.9059748604398485,0.8665352112676056,0.6904967159277504
"('dna_sequence_entropy', 'esm2_pll', 'esm2_full_LL_car')",3,0.9315690833489134,0.914628667364227,0.8131459948320414,0.915225731699387,0.8725391682980776,0.7047856760818073
