autoregwithoutseq_proteinmpnn,autoregwithoutseq_solublempnn,autoregwithseq_proteinmpnn,autoregwithseq_solublempnn,singleaascorewithoutseq_proteinmpnn,singleaascorewithoutseq_solublempnn,singleaascorewithseq_proteinmpnn,singleaascorewithseq_solublempnn,global_id
0.09946437,0.1289004,0.3144856,0.3291728,0.34940565,0.38492307,0.2731915,0.278417,1445
0.10704299,0.13858184,0.3771468,0.36739707,0.46304074,0.45014143,0.28939113,0.29221007,1446
0.105128765,0.14065714,0.36654964,0.35927805,0.42317444,0.43016154,0.31100565,0.3016408,1447
0.10313816,0.13464737,0.39077395,0.3815654,0.4796641,0.4695055,0.30900553,0.29800123,1448
0.09725681,0.12215169,0.36318237,0.34888715,0.44534606,0.42676982,0.28370777,0.26874635,1449
0.099044636,0.11903472,0.35874766,0.34463853,0.45351386,0.43280345,0.27036718,0.26313642,1450
0.108854696,0.11639671,0.34399658,0.3428763,0.39893064,0.40094286,0.2960948,0.29371387,1451
0.10087411,0.13329323,0.38443998,0.38368756,0.4413194,0.45330924,0.32873565,0.3248878,1452
0.09748872,0.14059395,0.33047533,0.331712,0.37090653,0.37874502,0.28946206,0.28239673,1453
0.10704422,0.12975004,0.3704192,0.35797578,0.42710966,0.42968655,0.31139278,0.28903046,1454
0.08584545,0.12960063,0.27120286,0.27418992,0.30627912,0.3008178,0.24089475,0.23922691,1455
0.109695934,0.12344712,0.34020877,0.33667332,0.40866503,0.40500274,0.2788934,0.27328578,1456
0.09616422,0.1408861,0.36512133,0.37723014,0.43815118,0.47920895,0.2980946,0.292787,1457
0.09361782,0.12915072,0.31609643,0.3375914,0.36018488,0.38790777,0.27319458,0.28110206,1458
0.095403135,0.1376323,0.3527695,0.37100965,0.4329819,0.45071214,0.29145533,0.3013161,1459
0.091394536,0.13209496,0.3727774,0.3734922,0.47273374,0.4742887,0.27354887,0.2784831,1460
0.10217611,0.14284202,0.34948787,0.34715134,0.41950113,0.42320767,0.2909607,0.2822205,1461
0.10343871,0.14051086,0.36759663,0.369117,0.43560967,0.44464296,0.31045917,0.29820377,1462
0.0963061,0.1298239,0.36762676,0.34596366,0.42837963,0.3969273,0.3098186,0.301138,1463
0.08641652,0.13856956,0.36616534,0.3666194,0.44143453,0.44130263,0.30582756,0.30318978,1464
0.10411445,0.14019825,0.38401765,0.38587618,0.457429,0.45814914,0.31488156,0.30666575,1465
0.10438658,0.13721716,0.4118898,0.408431,0.4753917,0.48225993,0.34149012,0.3319952,1466
0.09008334,0.12820941,0.34201312,0.35580498,0.42400736,0.44219494,0.26866305,0.2772855,1467
0.10206332,0.123105586,0.31541795,0.30809358,0.3750282,0.37621248,0.25972313,0.24329379,1468
0.10471214,0.13185385,0.3371477,0.32650787,0.39416957,0.3939931,0.28691977,0.26939467,1469
0.088908754,0.12516335,0.35374337,0.3565478,0.43617445,0.45299578,0.27730957,0.27046174,1470
0.09254785,0.12907363,0.3517694,0.35014603,0.41353005,0.41617608,0.29669783,0.2876678,1471
0.10371804,0.14425662,0.3726509,0.37191898,0.4210348,0.42755437,0.32047874,0.31265554,1472
0.09931748,0.12720224,0.39391965,0.3798316,0.46146244,0.45595282,0.31766132,0.3077639,1473
0.09347828,0.11076828,0.3104548,0.30849653,0.36813566,0.374111,0.25441617,0.24442348,1474
0.09638229,0.117410615,0.32999688,0.31571242,0.3923503,0.37756872,0.2748014,0.25991568,1475
0.07846371,0.12240396,0.33427247,0.34312677,0.40270743,0.41587472,0.267256,0.2721303,1476
0.10151732,0.1446888,0.35276783,0.3523274,0.41669077,0.42548782,0.29388243,0.28460166,1477
0.103762805,0.12521806,0.37937325,0.36628872,0.45055932,0.44694296,0.31198463,0.29327497,1478
0.11711542,0.13868786,0.3219602,0.32270956,0.3651269,0.36594594,0.2853152,0.29456005,1479
0.094739385,0.1388667,0.35446614,0.3466828,0.42673817,0.432108,0.28530377,0.26658186,1480
0.08775637,0.12507407,0.3662278,0.35891464,0.4623139,0.4638823,0.27683276,0.2705368,1481
0.0931326,0.11890161,0.3331254,0.3363429,0.4262095,0.42344832,0.25001976,0.24953298,1482
0.07525365,0.09795984,0.27680936,0.27990633,0.33118397,0.33200788,0.21615696,0.22035034,1483
0.098570906,0.12358942,0.34250423,0.343208,0.43180102,0.43401036,0.26742688,0.2622154,1484
0.10564592,0.11875371,0.35345125,0.32183987,0.41147918,0.37928066,0.3019823,0.27574816,1485
0.08617298,0.122863434,0.36267772,0.3509758,0.42702335,0.41546637,0.29751843,0.28536642,1486
0.10836308,0.15826744,0.39975968,0.41117176,0.45122957,0.46737868,0.35289508,0.35239953,1487
0.091045104,0.12413603,0.32025927,0.3198343,0.40084782,0.40399426,0.2572716,0.2506484,1488
0.09827018,0.13847072,0.39696848,0.3834421,0.47574338,0.45586714,0.3230196,0.31352663,1489
0.09408437,0.119677864,0.3300292,0.31657955,0.41591534,0.40901217,0.24885798,0.22582567,1490
0.09857121,0.13511756,0.36767235,0.3693636,0.4542895,0.45255193,0.29055396,0.29190853,1491
0.095492855,0.13918152,0.3722424,0.37407497,0.43921208,0.45091134,0.3080256,0.2941112,1492
0.10471705,0.14515057,0.36219412,0.36759964,0.44206768,0.45874637,0.28921053,0.2844891,1493
0.09800739,0.14278278,0.3671763,0.3754193,0.44027728,0.4546586,0.30495733,0.30450216,1494
0.09304044,0.1292994,0.3476132,0.35165226,0.43069616,0.434451,0.26469165,0.26037928,1495
0.08894156,0.10336931,0.2665004,0.27363074,0.31728217,0.32859075,0.21968488,0.22276351,1496
0.093080685,0.13997625,0.37394798,0.37408453,0.46215248,0.47013864,0.30280787,0.28803104,1497
0.10246316,0.12171099,0.3616039,0.3597111,0.44152158,0.44905657,0.2858155,0.2751652,1498
0.10328259,0.13420437,0.3478704,0.3440315,0.41496867,0.40536723,0.2898406,0.28563055,1499
0.09087445,0.12209779,0.3239674,0.32449812,0.39127094,0.40702373,0.25888413,0.24981315,1500
0.11455343,0.14512502,0.3856585,0.37699348,0.4573149,0.44133663,0.32289666,0.31025177,1501
0.07571502,0.10147546,0.31958297,0.3127486,0.40473,0.40560427,0.23475695,0.22493222,1502
0.1027177,0.14432812,0.3840014,0.38667938,0.4656332,0.46588245,0.30375856,0.3080595,1503
0.08546691,0.13259293,0.33373582,0.34001058,0.37649325,0.39407688,0.28188854,0.28219438,1504
0.103847906,0.1232213,0.37297165,0.3562612,0.44958878,0.4386414,0.31262952,0.2896798,1505
0.08803215,0.115147635,0.3046555,0.31311676,0.3417966,0.35219604,0.2739753,0.28112537,1506
0.0966104,0.13041106,0.34352484,0.35346803,0.40506864,0.4234716,0.28276882,0.28492066,1507
0.10306944,0.12493911,0.3357579,0.33606234,0.3943878,0.41156426,0.27955082,0.26489246,1508
0.10205332,0.15436813,0.36819538,0.38432103,0.42771596,0.4577508,0.3168122,0.32726926,1509
0.096561655,0.13135943,0.36353546,0.34404206,0.42553258,0.40677595,0.29946572,0.28373984,1510
0.07544766,0.12415941,0.2943866,0.30167803,0.37232566,0.39323848,0.22189304,0.21947291,1511
0.10378666,0.12918784,0.3447536,0.35816294,0.40623045,0.42478305,0.28813678,0.29141042,1512
0.10542934,0.13678846,0.36661342,0.35981435,0.4228069,0.43401653,0.31307635,0.29293603,1513
0.07578095,0.11013383,0.27978447,0.27467185,0.35810098,0.3503422,0.21241388,0.2067436,1514
0.0975697,0.115561865,0.36968267,0.35097605,0.46419424,0.44139042,0.27714664,0.26624578,1515
0.09399947,0.12304638,0.34789044,0.33898634,0.40317124,0.3992632,0.28843448,0.27098075,1516
0.091476746,0.12889038,0.3189676,0.3156295,0.3808675,0.37829155,0.26105672,0.25681657,1517
0.09786708,0.14792992,0.37857252,0.38027546,0.4679746,0.47747827,0.3000376,0.2841444,1518
0.091974035,0.1341239,0.35409576,0.35716665,0.43217278,0.43820152,0.28619307,0.2846826,1519
0.09459757,0.12781599,0.2953855,0.3011177,0.33189762,0.3509361,0.25373796,0.2540385,1520
0.1009915,0.13540703,0.33467537,0.33640257,0.39238676,0.39456007,0.28671008,0.28048927,1521
0.09593441,0.13077682,0.34226528,0.35284987,0.4263417,0.44409794,0.27031747,0.2723648,1522
0.09741394,0.11229484,0.28002056,0.2802791,0.30512747,0.30987653,0.24857979,0.2471391,1523
0.11512061,0.13490763,0.37062436,0.35893682,0.4467059,0.436164,0.3131037,0.29200155,1524
0.09053967,0.13270588,0.33847657,0.33441168,0.41310057,0.39865023,0.27819312,0.27561143,1525
0.10260655,0.13115527,0.34174296,0.32258508,0.40622956,0.38791484,0.28575933,0.26685065,1526
0.12530652,0.13020685,0.34835753,0.33738717,0.40508032,0.3959702,0.2926417,0.27573025,1527
0.10160468,0.1467056,0.35537514,0.3360454,0.43597636,0.41279072,0.29009545,0.2763366,1528
0.10260953,0.11833163,0.29281068,0.29559058,0.32996923,0.35421997,0.2595716,0.24474326,1529
0.09915267,0.12385152,0.364747,0.3635423,0.45000964,0.45620146,0.281892,0.2706365,1530
0.10192517,0.13164401,0.3602292,0.3373701,0.43508023,0.40390435,0.2957662,0.2756246,1531
0.08867302,0.11606815,0.35097614,0.36360127,0.44882458,0.46414152,0.27081317,0.2662905,1532
0.07987062,0.10779087,0.3273719,0.3255647,0.40970993,0.40025997,0.24295667,0.24056292,1533
0.08022189,0.10419806,0.26864725,0.26311654,0.30747744,0.2957538,0.22997436,0.23967202,1534
0.09180244,0.13253681,0.3501139,0.3642085,0.4172976,0.44941908,0.286854,0.2857016,1535
0.10459187,0.13649806,0.39738446,0.38866588,0.48647618,0.47890705,0.3129388,0.30264407,1536
0.09003954,0.12179381,0.37392884,0.3530361,0.47579607,0.4375977,0.27014357,0.2615198,1537
0.09490566,0.13175769,0.37373316,0.36972195,0.45475417,0.4557156,0.29773343,0.2938668,1538
0.09128384,0.14209598,0.35798296,0.34983635,0.4336052,0.41734147,0.2884877,0.27508104,1539
0.087282546,0.10954164,0.29079875,0.2799402,0.3471865,0.32551524,0.25062427,0.24801402,1540
0.09781023,0.12836976,0.373262,0.36205295,0.451902,0.448735,0.29587063,0.2791962,1541
0.09315226,0.11662321,0.25278395,0.2575894,0.2837109,0.29112387,0.21655932,0.21683924,1542
0.09598013,0.13821533,0.3297814,0.33905882,0.38450855,0.40846992,0.2750035,0.26558787,1543
0.0924198,0.123896286,0.3533123,0.35632035,0.44050837,0.4459179,0.273938,0.27094913,1544
0.088291384,0.13725854,0.3508479,0.35254186,0.43831643,0.43672904,0.28166747,0.2781226,1545
0.08020565,0.10364411,0.25772384,0.2485998,0.29514846,0.28530833,0.21654212,0.21221022,1546
0.07338589,0.10398617,0.28896704,0.2720819,0.36592,0.34770998,0.22125645,0.20446606,1547
0.093332365,0.11781875,0.3057677,0.29489034,0.34664792,0.34213215,0.27488393,0.26075885,1548
0.09312242,0.122644365,0.3280719,0.3244417,0.391958,0.38679746,0.26988882,0.26264822,1549
0.10177715,0.121233545,0.35301408,0.337992,0.44447652,0.42540246,0.26337755,0.25313115,1550
0.09949574,0.107686386,0.30356708,0.27875662,0.36300716,0.34192258,0.24923675,0.22337838,1551
0.09802,0.14275283,0.3652367,0.35062912,0.4224286,0.40219086,0.30594462,0.2993987,1552
0.08774857,0.12211362,0.31009364,0.29866114,0.35921764,0.3523685,0.2572349,0.24096999,1553
0.10152308,0.13710591,0.3793813,0.36248702,0.44078016,0.43796033,0.32198182,0.2898307,1554
0.10698799,0.14512657,0.34976214,0.36281094,0.41778445,0.45386928,0.2925759,0.28816324,1555
0.100448295,0.12702283,0.33980745,0.32837301,0.41012898,0.3981525,0.2778365,0.2689443,1556
0.09425445,0.13955097,0.354384,0.33290482,0.40888056,0.3969808,0.3072181,0.28145868,1557
0.09407242,0.14269787,0.3560328,0.34728122,0.41217074,0.40697056,0.29727256,0.2866036,1558
0.09538619,0.14317515,0.31961256,0.33388582,0.3799223,0.40937966,0.25867206,0.26182702,1559
0.11548042,0.139961,0.33477092,0.32357997,0.40140504,0.38942,0.27743453,0.26615718,1560
0.0994813,0.1332834,0.3794921,0.35793042,0.4496253,0.4267725,0.31654295,0.29760647,1561
0.09526886,0.13237825,0.33586803,0.3312254,0.41326436,0.4091324,0.27005148,0.25850397,1562
0.080801286,0.11074506,0.3294455,0.32599002,0.40987858,0.4201509,0.2546943,0.24781363,1563
0.099112086,0.13610615,0.36485407,0.35149497,0.42703706,0.41761795,0.30731845,0.29771492,1564
0.11648184,0.13720748,0.35379073,0.37541646,0.39532954,0.43570018,0.3043201,0.3072424,1565
0.07382514,0.10065633,0.2340521,0.23838528,0.26637036,0.26195735,0.20724547,0.21393256,1566
0.11398429,0.14134176,0.3723333,0.34955028,0.4467527,0.4176878,0.30557123,0.2901068,1567
0.09607874,0.11681838,0.34775364,0.34562647,0.4358706,0.4463387,0.26877123,0.2544187,1568
0.0809698,0.12341038,0.34500185,0.34637213,0.42016873,0.4171098,0.2751838,0.27216846,1569
0.09044874,0.12595208,0.3173469,0.33738822,0.35372648,0.37789944,0.27689773,0.28618476,1570
0.099137604,0.12782063,0.3389204,0.34734195,0.41346297,0.41750345,0.27177212,0.27535826,1571
0.09164283,0.13246594,0.34799314,0.35752854,0.4037997,0.43004856,0.28603736,0.29097232,1572
0.109027065,0.1404782,0.33257407,0.35298628,0.3953064,0.4205543,0.27142912,0.2828991,1573
0.10223768,0.11989204,0.32942563,0.33455533,0.41658607,0.41904154,0.24976759,0.25229532,1574
0.097576715,0.1275703,0.37147173,0.35676703,0.44568458,0.4288702,0.2970419,0.28628847,1575
0.1302655,0.15156221,0.41114974,0.3919619,0.46714434,0.4638248,0.34340736,0.3155709,1576
0.09014467,0.12441983,0.28199232,0.2845258,0.31536797,0.32710677,0.24507622,0.24173129,1577
0.100835755,0.13453145,0.3673789,0.37503847,0.4410089,0.45436072,0.3044254,0.3033275,1578
0.08199368,0.11894715,0.30253172,0.28996834,0.35365272,0.33593172,0.25199455,0.24000923,1579
0.089456394,0.11724325,0.31751335,0.3402134,0.38137376,0.41698933,0.2487289,0.26674128,1580
0.07205474,0.08356332,0.2990553,0.2625338,0.35925743,0.32243687,0.23023549,0.20326185,1581
0.091974005,0.1369212,0.36900204,0.37798643,0.4264823,0.44796962,0.31584704,0.3044046,1582
0.09886442,0.100106165,0.31409904,0.28132665,0.3725034,0.33477038,0.25742593,0.2258488,1583
0.111631826,0.1224651,0.318912,0.30233145,0.3802901,0.36365113,0.27074668,0.25273988,1584
0.08324359,0.10449307,0.2751226,0.27363798,0.33276278,0.33150303,0.22587869,0.22272488,1585
0.0835321,0.11698649,0.30691457,0.3056149,0.35027677,0.35821432,0.25765854,0.2508387,1586
0.09532199,0.122183025,0.3279927,0.32576376,0.39732096,0.39820954,0.26802754,0.26184744,1587
0.09610379,0.110537454,0.3655428,0.34659284,0.46623245,0.44910342,0.2666016,0.25373778,1588
0.09775466,0.113351926,0.32133248,0.31596375,0.4115917,0.39760324,0.24011438,0.23980322,1589
0.113492884,0.13220015,0.42493296,0.4117252,0.5158378,0.5062767,0.34242004,0.31618237,1590
0.116428316,0.15011616,0.33946472,0.34717974,0.3912294,0.41084424,0.2990655,0.2942435,1591
0.10186033,0.13471621,0.36071068,0.35701782,0.43466526,0.4323942,0.29850072,0.27949867,1592
0.10020336,0.11881305,0.33349568,0.3481592,0.399988,0.42649707,0.27762446,0.28022748,1593
0.08998786,0.13227911,0.36399966,0.3623094,0.4505095,0.4570858,0.2911256,0.28021905,1594
0.08491588,0.12051405,0.28943616,0.29257223,0.3542248,0.365266,0.23000343,0.21906754,1595
0.08534427,0.111859,0.30270213,0.2995841,0.37144732,0.36720103,0.23486666,0.22319,1596
0.08822306,0.117032625,0.34407002,0.32315767,0.41426158,0.38176107,0.28204772,0.2683537,1597
0.078161955,0.11252083,0.267482,0.28073347,0.30965936,0.31926286,0.22540727,0.23773713,1598
0.08453716,0.09834496,0.2687917,0.26501924,0.32580703,0.31827927,0.21595378,0.21491607,1599
0.095113136,0.12642631,0.33269298,0.32447362,0.40277672,0.41117582,0.26683217,0.24367681,1600
0.07991956,0.10886828,0.31273836,0.3157701,0.38259536,0.40498987,0.24418671,0.23391274,1601
0.074948005,0.106305346,0.241375,0.24487798,0.2531171,0.25944695,0.22599134,0.22931917,1602
0.12015861,0.14231099,0.4260064,0.41639966,0.5317243,0.5267951,0.33130044,0.31971425,1603
0.09309875,0.13181171,0.32618076,0.32515675,0.39161617,0.39396217,0.2660146,0.26794764,1604
0.10604997,0.13361154,0.32257694,0.3147189,0.38030323,0.3819546,0.26302606,0.25377277,1605
0.0947883,0.12873736,0.3446769,0.35743046,0.41820425,0.44018096,0.2761997,0.27856582,1606
0.10618104,0.14965281,0.3819385,0.38658816,0.4408474,0.46297956,0.33020824,0.31347084,1607
0.09873282,0.13070968,0.35851914,0.37179798,0.456639,0.45907593,0.28328782,0.28685814,1608
0.095853984,0.14631692,0.36947232,0.35012537,0.445445,0.43320006,0.31029743,0.2803744,1609
0.08832771,0.13384815,0.35477227,0.35467395,0.4258427,0.42872113,0.2881822,0.29097754,1610
0.086284645,0.13438816,0.35324973,0.3480694,0.43545026,0.4339996,0.276401,0.26915604,1611
0.09855431,0.12238914,0.37488425,0.3611489,0.43876132,0.43443257,0.31262422,0.29556304,1612
0.09290575,0.13203834,0.30838647,0.32495788,0.3932466,0.4216302,0.23760995,0.2355458,1613
0.07147175,0.08690806,0.20933203,0.2226301,0.23834069,0.27071548,0.17616236,0.17938061,1614
0.10282619,0.12821072,0.31454188,0.3335872,0.3858168,0.40620556,0.24901395,0.2644561,1615
0.08380724,0.11225929,0.25851887,0.2662347,0.29487103,0.30258408,0.22842987,0.231849,1616
0.11285311,0.13779707,0.3568841,0.36246568,0.44758373,0.460486,0.273396,0.27268454,1617
0.09757033,0.11289617,0.35620242,0.362492,0.41875586,0.43379688,0.3021778,0.29995507,1618
0.091254175,0.12153208,0.33538702,0.34025365,0.3886522,0.40165693,0.285054,0.27694565,1619
0.09665488,0.13427004,0.38628992,0.36776745,0.449505,0.43645138,0.32382503,0.30350822,1620
0.101725,0.14156999,0.35922652,0.35774845,0.41886145,0.42774463,0.30339184,0.29324675,1621
0.107998475,0.1418852,0.37885356,0.38054425,0.43803373,0.43761975,0.32498688,0.32291272,1622
0.093355484,0.13285701,0.33716983,0.31995928,0.39415973,0.37432265,0.2852196,0.2686588,1623
0.111026786,0.13069704,0.40880743,0.39440638,0.49340278,0.49053922,0.34039062,0.31770784,1624
0.08828019,0.1257734,0.359878,0.36403877,0.4369718,0.44554955,0.28313988,0.2821205,1625
0.07969242,0.1099718,0.2752132,0.29382467,0.336994,0.3555811,0.22969139,0.24823423,1626
0.10707189,0.13721195,0.3373377,0.3339315,0.36054224,0.36724573,0.31663918,0.3009893,1627
0.09154291,0.121213004,0.31131914,0.3117957,0.36685464,0.37220567,0.25520426,0.2489917,1628
0.06939824,0.10096256,0.2238048,0.25487342,0.25317138,0.29212314,0.19503054,0.21791172,1629
0.10297029,0.12607701,0.3062068,0.29597056,0.34865123,0.34003836,0.26446196,0.2537145,1630
0.0760576,0.10368512,0.22937572,0.22261283,0.27571082,0.26397818,0.17916521,0.17434976,1631
0.12694916,0.15808718,0.39591786,0.382639,0.45513755,0.44979015,0.33624962,0.32025337,1632
0.0798516,0.12101321,0.31953755,0.3297274,0.38052213,0.4031248,0.26064026,0.25854892,1633
0.08576545,0.116163015,0.3429156,0.33606267,0.41780382,0.4056365,0.27230734,0.26135367,1634
0.1281859,0.13697171,0.3235436,0.31026646,0.36758646,0.36375326,0.28048068,0.26488692,1635
0.10006146,0.12943476,0.351188,0.3624969,0.41871125,0.43949062,0.27950615,0.2817343,1636
0.08585431,0.10560672,0.33438146,0.3085329,0.4033274,0.38468534,0.26260376,0.23127754,1637
0.10459262,0.12805565,0.33661023,0.31963202,0.40997678,0.39657578,0.2693417,0.25041622,1638
0.09160939,0.14149624,0.34332,0.3331927,0.40550423,0.393337,0.2807446,0.27328214,1639
0.09703838,0.1295262,0.31654197,0.3335513,0.3862502,0.42086568,0.24865977,0.25297412,1640
0.08441107,0.1079445,0.24102041,0.23724134,0.27493268,0.271789,0.20087972,0.19813144,1641
0.089397185,0.1329116,0.28724095,0.2955947,0.34442246,0.3625342,0.23010094,0.23060317,1642
0.124012545,0.18341795,0.46224728,0.46898666,0.5143461,0.5200269,0.40728077,0.41238648,1643
0.08747126,0.120450124,0.33444515,0.34355587,0.40470743,0.4419418,0.26970223,0.25818637,1644
0.10923034,0.15717639,0.36251602,0.35352018,0.42762202,0.41214553,0.30156663,0.2968449,1645
0.06164164,0.10925548,0.27462214,0.2850661,0.34546316,0.36258152,0.20850816,0.21334589,1646
0.09416045,0.12665221,0.30106992,0.29397807,0.3531023,0.36334044,0.258766,0.24342091,1647
0.09702003,0.14266703,0.31858104,0.31739742,0.37831378,0.3799354,0.25370008,0.2506994,1648
0.08630064,0.12521857,0.3694646,0.3772966,0.45090643,0.45533267,0.2980658,0.3007874,1649
0.09427413,0.11905726,0.2859016,0.29249358,0.33575428,0.35150376,0.23594122,0.23852515,1650
0.070360765,0.09033172,0.28034657,0.28854313,0.35360315,0.36507908,0.21360874,0.21357843,1651
0.08070002,0.12051837,0.2992145,0.30554667,0.3594381,0.36332595,0.24324214,0.24085721,1652
0.09325905,0.10994788,0.29925448,0.30519253,0.3705466,0.38657728,0.24457002,0.24126825,1653
0.07721035,0.12404772,0.2975442,0.31023455,0.36200362,0.38651448,0.2398586,0.24079409,1654
0.08029455,0.08835515,0.28905097,0.26448494,0.37262958,0.3395403,0.21417251,0.20270622,1655
0.101129964,0.13943405,0.39497334,0.40321344,0.48341736,0.50224996,0.31145212,0.308143,1656
0.093151346,0.1019027,0.31757325,0.31192738,0.3805131,0.39554766,0.27211693,0.25362986,1657
0.09148531,0.108025625,0.3067598,0.31638536,0.39696276,0.4121669,0.2214187,0.22654513,1658
0.087410934,0.11652352,0.21659751,0.23008887,0.23473123,0.2454184,0.2062557,0.21695241,1659
0.105190955,0.13786863,0.3542133,0.3557447,0.41057903,0.41823307,0.29914063,0.29769415,1660
0.080302335,0.10632809,0.28030062,0.28192514,0.3715646,0.36213237,0.19724849,0.20547208,1661
0.094426796,0.12104948,0.33177596,0.33050802,0.40505058,0.40777722,0.2572561,0.25884598,1662
0.12069956,0.16097513,0.39313668,0.398017,0.45730668,0.4798475,0.3376782,0.33021516,1663
0.09018947,0.13995007,0.331948,0.33635777,0.39297357,0.39050007,0.2821801,0.2891345,1664
0.10404249,0.13089675,0.37075114,0.35460907,0.47420913,0.46376342,0.27619573,0.2601202,1665
0.09876074,0.13550237,0.3584651,0.3617403,0.41695446,0.42662826,0.3053057,0.29914263,1666
0.08185493,0.11328977,0.30887675,0.30437595,0.3619147,0.37116098,0.25946632,0.24474986,1667
0.11457811,0.117902495,0.32466543,0.29942697,0.38355535,0.35258728,0.2771172,0.2548679,1668
0.07941348,0.11872475,0.30957568,0.3017281,0.3761934,0.36493912,0.24380866,0.23642007,1669
0.078967504,0.12237276,0.3376515,0.33979896,0.41187778,0.41629267,0.27046168,0.26433823,1670
0.09304236,0.11496915,0.3057476,0.2956873,0.3846403,0.36723593,0.2320786,0.22180076,1671
0.077582054,0.11831826,0.27760154,0.27777863,0.31391054,0.32437283,0.2389446,0.23655167,1672
0.102038406,0.13553141,0.3725655,0.3893077,0.44802886,0.47578198,0.3038637,0.30877143,1673
0.10500772,0.13186225,0.32500884,0.31950632,0.38815498,0.37372208,0.27403274,0.2656882,1674
0.104430735,0.12372162,0.38247824,0.36515504,0.46534118,0.44825086,0.3024263,0.28843778,1675
0.10368339,0.11820827,0.34607777,0.3393174,0.42841214,0.41267604,0.27740705,0.27169377,1676
0.09167694,0.10209511,0.31750578,0.29891905,0.38888747,0.36433953,0.25219476,0.23169203,1677
0.101550974,0.12946221,0.36039346,0.35368472,0.41675863,0.41279086,0.30839723,0.29530692,1678
0.1078547,0.13013282,0.3390879,0.3392827,0.3947264,0.4080947,0.29796678,0.2900582,1679
0.094357744,0.13978216,0.33244514,0.34181967,0.39477736,0.39865166,0.27333355,0.27507386,1680
0.12053307,0.15738581,0.36279503,0.35451728,0.42207527,0.41761822,0.30590367,0.29655805,1681
0.08797884,0.12189166,0.35811454,0.3362244,0.44944683,0.43072185,0.27824074,0.2590435,1682
0.08420274,0.13264443,0.33498752,0.33600602,0.3955788,0.4061572,0.2784429,0.27129588,1683
0.10019189,0.13747062,0.37597826,0.37053984,0.4553152,0.46049422,0.3115587,0.29461315,1684
0.10315055,0.10610038,0.34800997,0.33799705,0.43129078,0.4148665,0.28001863,0.26861522,1685
0.08921113,0.115298405,0.30657202,0.30436832,0.36557215,0.35257316,0.25937146,0.25948778,1686
0.1012278,0.120441556,0.31503242,0.32229674,0.3865612,0.3963775,0.25227314,0.25052914,1687
0.113787115,0.15234134,0.36918932,0.3587512,0.41307646,0.4053103,0.33314466,0.32141334,1688
0.084959164,0.13293928,0.3653996,0.35471204,0.4367489,0.42063865,0.30809596,0.2945308,1689
0.1360325,0.17089613,0.4670485,0.44711947,0.5426289,0.51021826,0.396074,0.39362004,1690
0.08672547,0.09940557,0.19262893,0.20650344,0.21337883,0.2240895,0.17239371,0.1857772,1691
0.07570996,0.10403544,0.2876554,0.29734075,0.36493462,0.37473327,0.22020885,0.22460294,1692
0.084336795,0.12456872,0.2997354,0.30008593,0.3625525,0.37335414,0.24244587,0.2331084,1693
0.06936906,0.08321222,0.24326643,0.26652592,0.32084578,0.3423722,0.17603466,0.19162643,1694
0.08082598,0.11110731,0.2842063,0.2831325,0.3156682,0.31736636,0.24862821,0.24327275,1695
0.094945386,0.1314883,0.3428749,0.33948645,0.39682397,0.40748858,0.29129893,0.2740686,1696
0.0754457,0.09861019,0.2762843,0.27229416,0.3310835,0.33134058,0.22584729,0.2180002,1697
0.084041856,0.11776761,0.32078966,0.31478652,0.38706833,0.38205045,0.26003253,0.24595821,1698
0.08914237,0.10901252,0.3163237,0.30154637,0.39839357,0.3787939,0.24807882,0.2302413,1699
0.06713225,0.10903665,0.217971,0.2222894,0.24529381,0.26294094,0.19339098,0.18964934,1700
0.094316565,0.12511022,0.36899057,0.3519299,0.45078093,0.43986568,0.29013586,0.26575696,1701
0.089460626,0.120386854,0.3382804,0.32908326,0.43072334,0.42090696,0.24832651,0.2387011,1702
0.08310043,0.110995844,0.31498763,0.2950692,0.37538722,0.3518782,0.25791064,0.23923635,1703
0.08415569,0.098700576,0.31165403,0.30882215,0.38070482,0.39201003,0.24916863,0.23761526,1704
0.08558036,0.116485074,0.36996526,0.34680772,0.48105437,0.4486491,0.27094653,0.25546739,1705
0.089956224,0.1267778,0.33114344,0.31913942,0.41447002,0.4083522,0.25326896,0.23348019,1706
0.07920513,0.103138246,0.27179268,0.28109938,0.32309824,0.3349205,0.22518644,0.23336312,1707
0.111226246,0.12764284,0.35421717,0.35213405,0.40095338,0.4017261,0.3129251,0.31174582,1708
0.09610113,0.14055564,0.36456913,0.33664066,0.43610048,0.39408374,0.3004716,0.2701783,1709
0.117517434,0.15689379,0.44139463,0.42844066,0.5228017,0.49773017,0.37439778,0.37002587,1710
0.10896709,0.1373711,0.31108373,0.31117204,0.3398779,0.34018785,0.28744859,0.28124896,1711
0.08345829,0.11892954,0.33949035,0.33090872,0.41779622,0.40237942,0.2704232,0.26787135,1712
0.09597339,0.1348723,0.30468374,0.319257,0.37131688,0.3940546,0.23785928,0.24193832,1713
0.10896697,0.13470909,0.30402476,0.30995664,0.34230873,0.3602364,0.26151067,0.26478523,1714
0.08854551,0.12329303,0.3286844,0.3216247,0.40654558,0.383549,0.26463062,0.26979578,1715
0.08699297,0.118234314,0.32360685,0.32878393,0.3881827,0.4142095,0.26395705,0.25834876,1716
