SequenceID,logFC,logCPM,LR,PValue,FDR,2-fold threshold?,Significant
656,-0.579176128,7.914771983,4.960255784,0.025936371,0.077704512,Not Sig,False
657,-0.216081495,8.497046895,0.938844008,0.332575311,0.485835628,Not Sig,False
658,1.186946266,4.546524516,10.15680263,0.001437697,0.008892291,Up,False
659,-0.394868191,7.812649219,2.487198848,0.11477584,0.233527195,Not Sig,False
660,0.226382601,5.408068161,0.766321313,0.381357495,0.534905305,Not Sig,False
661,-0.369463877,5.051191931,1.877502207,0.17061831,0.307158035,Not Sig,False
662,-0.437045384,4.865746411,2.037584758,0.153453128,0.286238602,Not Sig,False
663,-0.733812872,6.471565734,6.195543307,0.01280724,0.046198271,Not Sig,False
664,-0.623921884,4.940744919,5.071455737,0.024322949,0.074088769,Not Sig,False
665,-0.295998133,8.056619577,1.209538441,0.271423552,0.426639004,Not Sig,False
666,-0.010926563,5.019498834,0.001355501,0.970630813,0.981994464,Not Sig,False
667,0.75751684,10.14938118,10.13925563,0.001451448,0.008950375,Not Sig,False
668,-0.361922254,6.867654927,2.543799834,0.110728021,0.227122437,Not Sig,False
669,-0.511145962,6.078625818,4.258624909,0.03905152,0.106311251,Not Sig,False
670,-0.593171939,7.521815638,7.089596613,0.00775327,0.031921921,Not Sig,False
671,0.144128805,8.16926414,0.382975977,0.536014831,0.674871593,Not Sig,False
672,-0.535864888,4.266642369,2.881752362,0.089588479,0.194536613,Not Sig,False
673,-0.550437482,6.548793221,5.284282068,0.021518763,0.067539773,Not Sig,False
674,-0.761054853,7.822819794,11.11405954,0.000856758,0.005999945,Not Sig,False
675,0.716375701,7.893276527,7.937044233,0.004843288,0.022313837,Not Sig,False
676,-0.398231693,6.132138776,2.06662354,0.150554515,0.282844903,Not Sig,False
677,-0.524991909,4.082968148,3.111710119,0.077731305,0.175661921,Not Sig,False
678,-0.775888363,7.363788102,10.15626941,0.001438113,0.008892291,Not Sig,False
679,0.285554091,7.734785484,1.357254748,0.244013825,0.395883382,Not Sig,False
680,-0.178645572,6.99107455,0.577336925,0.447358058,0.599115136,Not Sig,False
681,1.54002912,5.513688041,17.85744439,2.38086E-05,0.000334499,Up,False
682,-0.41973536,7.685385502,3.078422699,0.079337433,0.17829989,Not Sig,False
683,-0.283325684,4.83530188,1.081405715,0.298383301,0.453329724,Not Sig,False
684,-0.412447448,7.332420177,3.131540389,0.07679115,0.174244056,Not Sig,False
685,-0.694102146,7.234583928,6.587250369,0.010271169,0.039146704,Not Sig,False
686,-0.288976425,6.51167388,1.393940039,0.237740847,0.389134309,Not Sig,False
687,0.405730974,6.732637225,2.655164772,0.103214061,0.214945175,Not Sig,False
688,1.116315283,8.34750112,24.04840655,9.3944E-07,2.05171E-05,Up,False
689,0.844685476,6.616859833,5.970715174,0.014545381,0.05084404,Not Sig,False
690,-0.543595309,5.782235112,5.012091485,0.02517088,0.07605959,Not Sig,False
691,-0.710202651,5.746747213,8.012681602,0.00464509,0.021605218,Not Sig,False
692,-0.305884107,6.076108285,1.254288346,0.262735004,0.416737008,Not Sig,False
693,-0.506426924,5.613079321,3.439063962,0.063671756,0.152284783,Not Sig,False
694,0.044040719,8.590276679,0.037103017,0.847255457,0.907165098,Not Sig,False
695,-0.576456523,5.547217553,4.46273444,0.034642,0.09720221,Not Sig,False
696,-0.854746255,6.827139011,9.671585967,0.001871397,0.010908211,Not Sig,False
697,-0.260488204,8.21377821,1.055906477,0.304150683,0.458615347,Not Sig,False
698,-0.873012967,7.984102229,8.93111209,0.002803536,0.014694841,Not Sig,False
699,0.071017915,7.091274278,0.081709537,0.774993929,0.859219956,Not Sig,False
700,-0.783483474,5.780487733,10.44078018,0.001232632,0.007983987,Not Sig,False
701,-0.541390331,7.829225076,3.670896888,0.055370381,0.137406772,Not Sig,False
702,-0.852073308,5.362014091,11.20450255,0.000815991,0.005801914,Not Sig,False
703,-0.398263225,5.715715896,1.85723186,0.172944624,0.310198648,Not Sig,False
704,0.494160707,8.152091746,2.549350083,0.110339636,0.226530364,Not Sig,False
705,-0.650990929,7.102120581,6.722737511,0.009519141,0.037088025,Not Sig,False
706,-1.034862257,6.183028054,12.64859558,0.000375848,0.003227575,Down,False
707,-0.496676059,6.91478613,4.214557115,0.040078528,0.107942722,Not Sig,False
708,0.12240093,7.302729685,0.103838107,0.747271484,0.840248827,Not Sig,False
709,-0.476675612,5.736204147,3.063532307,0.080067437,0.17935893,Not Sig,False
710,-0.412200858,7.022105816,2.047193505,0.152487056,0.285295661,Not Sig,False
711,0.096123664,7.226183531,0.074377989,0.785065935,0.866165687,Not Sig,False
712,0.156305651,3.932445599,0.194493443,0.659202784,0.773296925,Not Sig,False
713,0.049419934,7.139811697,0.036772257,0.847929471,0.907221837,Not Sig,False
714,1.832178146,8.937177298,43.85013001,3.54508E-11,2.44001E-09,Up,False
715,-0.666397835,6.540281547,6.26000638,0.012349376,0.044865031,Not Sig,False
716,-0.540195085,5.034903045,3.388979175,0.065633573,0.155233309,Not Sig,False
717,-0.01505587,6.877911961,0.004656594,0.945595191,0.967315062,Not Sig,False
718,0.014375397,7.261762438,0.003700262,0.951494775,0.97145421,Not Sig,False
719,1.186059511,6.376459051,26.07634277,3.28181E-07,8.17773E-06,Up,False
720,-0.787037894,6.293698366,6.238639764,0.012499244,0.045303111,Not Sig,False
721,-0.40432932,7.83209292,2.451311586,0.117426713,0.237431936,Not Sig,False
722,-0.324590023,7.868973114,1.33500557,0.24791667,0.399835311,Not Sig,False
723,-0.616333177,7.171127289,5.711535468,0.016853792,0.056745088,Not Sig,False
724,-0.814401225,7.250099781,5.816437636,0.01587707,0.054283168,Not Sig,False
725,-0.856600293,4.782540621,5.651731293,0.017438147,0.058047648,Not Sig,False
726,-0.84944969,6.062016797,11.21188642,0.000812751,0.005799039,Not Sig,False
727,-1.019173338,5.654515899,11.28219716,0.000782539,0.005622003,Down,False
728,-0.299608488,6.377199923,1.662156993,0.197312342,0.341760626,Not Sig,False
729,0.952843634,8.623091079,14.77899446,0.000120874,0.001280931,Not Sig,False
730,-0.690443373,6.93745054,9.393676674,0.002177351,0.012239097,Not Sig,False
731,-0.459697526,5.436095557,2.108841973,0.146450105,0.277197505,Not Sig,False
732,-1.029396184,7.400448293,14.81154305,0.000118806,0.001266893,Down,False
733,-0.612139328,6.338284362,6.264644918,0.012317085,0.044809727,Not Sig,False
734,-0.169553564,5.607359984,0.279396697,0.597096916,0.727708529,Not Sig,False
735,0.023020383,5.299174449,0.006413039,0.936172473,0.961573596,Not Sig,False
736,-0.69646425,7.867450691,6.50244464,0.010772627,0.040438747,Not Sig,False
737,-0.915472136,6.553441717,14.06624241,0.000176483,0.001750445,Not Sig,False
738,-0.57288038,5.312365058,4.46075294,0.034682207,0.097252904,Not Sig,False
739,-1.00268324,7.187468891,12.95783991,0.000318585,0.002833988,Down,False
740,-0.795542176,6.481059381,9.13881213,0.002502435,0.013565309,Not Sig,False
741,0.071525121,4.570451202,0.04692246,0.828507671,0.895961161,Not Sig,False
742,-0.651735669,7.235814377,5.430246343,0.019790887,0.063261886,Not Sig,False
743,0.137422406,7.886728255,0.36396724,0.546311145,0.684583336,Not Sig,False
744,-0.6436277,4.426229662,4.689410964,0.03034905,0.087775222,Not Sig,False
745,-0.481115449,5.22188039,2.49547006,0.114174282,0.232650586,Not Sig,False
746,-0.561973622,7.198543444,4.331413569,0.037415161,0.102925679,Not Sig,False
747,-0.378323061,7.602754257,2.221377313,0.136111586,0.263858989,Not Sig,False
748,-0.704251728,6.913222568,8.523627298,0.003505651,0.017538549,Not Sig,False
749,0.551670541,6.758495515,4.131681483,0.042087512,0.112068896,Not Sig,False
750,0.144349505,6.627275886,0.410341266,0.521796343,0.662354747,Not Sig,False
751,0.086410961,8.240066554,0.07482917,0.78443107,0.865745596,Not Sig,False
752,-0.378350947,6.499028093,1.995511078,0.157765839,0.291569413,Not Sig,False
753,-0.130856957,5.291703292,0.092942873,0.760468718,0.850596494,Not Sig,False
754,-1.0958522,5.824635414,12.3359726,0.000444313,0.003638877,Down,False
755,0.108884174,8.262125976,0.207573179,0.648676207,0.764950978,Not Sig,False
756,-0.811585764,7.73409365,12.71289827,0.000363142,0.003140166,Not Sig,False
757,-0.705204919,8.463009158,10.02476699,0.001544492,0.009388198,Not Sig,False
758,-0.331117005,5.155449498,1.435659464,0.230843027,0.382444724,Not Sig,False
759,-1.036650391,5.739888623,12.18515011,0.000481715,0.003870297,Down,False
760,0.246043994,5.481102867,0.859235081,0.353952837,0.507861578,Not Sig,False
761,-0.226212312,6.050107135,0.775263545,0.378593642,0.532014245,Not Sig,False
762,-0.367141831,6.031825235,0.755554311,0.38472338,0.538448406,Not Sig,False
763,-0.605636108,6.719366578,5.548550691,0.018495996,0.060446623,Not Sig,False
764,-0.105672224,5.854528722,0.068249688,0.793902488,0.872102459,Not Sig,False
765,-0.828944167,7.40754031,11.81061342,0.00058894,0.004529389,Not Sig,False
766,-0.438535099,7.759505326,3.728395796,0.053494748,0.134160182,Not Sig,False
767,-0.294020186,5.682985342,0.9115564,0.339701797,0.49317517,Not Sig,False
768,-0.4960633,7.916618173,4.863355739,0.027432928,0.080956246,Not Sig,False
769,0.950014097,8.940973948,16.83746669,4.07214E-05,0.000529533,Not Sig,False
770,-0.385395487,7.110516206,2.602398146,0.106702147,0.220457377,Not Sig,False
771,-0.958555065,6.17710387,16.12352242,5.93424E-05,0.00072989,Not Sig,False
772,1.035149147,8.754615247,18.59870041,1.6133E-05,0.000236195,Up,False
773,-0.53504498,7.046591378,5.253287443,0.021905348,0.068500708,Not Sig,False
774,0.761177833,9.132470221,8.111532613,0.004398452,0.020709397,Not Sig,False
775,0.214059282,5.043706272,0.578982846,0.446711289,0.598601913,Not Sig,False
776,-0.108245567,8.012235244,0.213100116,0.64434834,0.761990557,Not Sig,False
777,-0.259472897,6.668676639,0.957332535,0.32785986,0.481924535,Not Sig,False
778,-0.656017911,7.068118991,6.485760896,0.010874198,0.040734902,Not Sig,False
779,-0.876974678,8.03212968,13.82519661,0.000200628,0.001944632,Not Sig,False
780,-0.578972657,7.452274889,5.4573585,0.019486083,0.062513262,Not Sig,False
781,-0.251217881,6.165325445,0.89419455,0.34434315,0.497636103,Not Sig,False
782,-0.542040998,6.624217966,4.938079971,0.026271204,0.078334585,Not Sig,False
783,-0.62024033,7.897045472,5.462456462,0.019429314,0.062419305,Not Sig,False
784,-0.380194589,7.017345151,1.9626797,0.161227019,0.296039048,Not Sig,False
785,0.191789145,3.354470095,0.342997497,0.558104099,0.693584047,Not Sig,False
786,-0.374314072,7.961084083,2.238675051,0.134596268,0.261890054,Not Sig,False
787,-0.335038329,7.57600598,1.630112805,0.201687447,0.346869829,Not Sig,False
788,0.289502783,8.144059261,0.802131784,0.370456765,0.524800914,Not Sig,False
789,-0.356149513,6.268813833,2.012182313,0.156040719,0.289462129,Not Sig,False
790,1.27885521,9.173609902,25.75725791,3.87168E-07,9.38849E-06,Up,False
791,-0.73447466,5.782909759,8.001646766,0.004673483,0.02172245,Not Sig,False
792,-0.637191715,4.142753368,4.335980032,0.037314928,0.102732897,Not Sig,False
793,-0.744707585,7.124539898,9.725362259,0.001817425,0.010648266,Not Sig,False
794,-0.447112508,7.129096493,1.730822977,0.18830583,0.330280449,Not Sig,False
795,0.134497512,6.020729422,0.26516778,0.606591843,0.733921046,Not Sig,False
796,-1.530692484,6.723545416,38.00686474,7.04962E-10,3.35171E-08,Down,False
797,-1.025478142,4.950067156,8.110555941,0.004400823,0.020709397,Down,False
798,-0.619925762,7.396384007,6.440338619,0.011155738,0.041606567,Not Sig,False
799,0.353984918,7.79268275,0.776925122,0.3780832,0.531625861,Not Sig,False
800,-1.399741021,6.791875912,13.23054661,0.000275423,0.002532866,Down,False
801,0.06255091,6.865351621,0.052867964,0.818145895,0.889271994,Not Sig,False
802,-0.653166481,8.196078478,6.32536394,0.011902306,0.043815403,Not Sig,False
803,-0.649258155,7.375372728,5.965291356,0.01459019,0.050957228,Not Sig,False
804,0.492476858,7.322012256,4.072284793,0.043592273,0.114686389,Not Sig,False
805,-0.532500147,6.678940115,5.518966878,0.018811365,0.060980324,Not Sig,False
806,-0.716138007,6.991690809,9.58236872,0.001964548,0.011315663,Not Sig,False
807,-0.207875057,8.049535198,0.728877923,0.393247139,0.547720991,Not Sig,False
808,1.215814874,10.24845518,25.32040404,4.85545E-07,1.14481E-05,Up,False
809,-0.219515739,5.490837484,0.789058159,0.374385069,0.528126773,Not Sig,False
810,0.685029965,9.781149878,5.661621994,0.01734008,0.057919267,Not Sig,False
811,0.84507585,8.427176198,11.9482534,0.000546986,0.004264491,Not Sig,False
812,-0.813610959,6.608860721,7.988105534,0.004708566,0.021840822,Not Sig,False
813,0.360569407,7.529220172,2.351945752,0.125126741,0.247924865,Not Sig,False
814,-0.664299055,7.413615039,5.60459307,0.017913455,0.059247481,Not Sig,False
815,-0.348794346,6.906665819,1.742186593,0.186862009,0.328770961,Not Sig,False
816,-0.497144396,6.540751531,3.961768708,0.046544773,0.120267888,Not Sig,False
817,0.196171522,5.595956777,0.505192653,0.477227358,0.625231151,Not Sig,False
818,-0.523259693,6.678704232,3.304062812,0.069108756,0.161490762,Not Sig,False
819,-0.916580784,6.274094932,10.60885597,0.001125473,0.00738111,Not Sig,False
820,-0.564191565,7.257853407,5.374559951,0.020432495,0.064636499,Not Sig,False
821,0.09629884,5.905592156,0.132689199,0.715659919,0.818068561,Not Sig,False
822,-0.683325971,6.449452303,7.878053308,0.005003831,0.022929461,Not Sig,False
823,-0.462756749,6.994233714,3.547084888,0.059650159,0.145162923,Not Sig,False
824,-0.850809096,5.786308432,10.69807804,0.001072469,0.00711568,Not Sig,False
825,-0.796836517,4.53479202,6.763971335,0.009301653,0.036489039,Not Sig,False
826,-0.385989462,6.876583536,2.178391221,0.139960697,0.268721383,Not Sig,False
827,-0.936577444,6.746177098,10.51171703,0.0011862,0.0077276,Not Sig,False
828,-0.668626001,8.530054026,8.276257436,0.004016684,0.019350137,Not Sig,False
830,-0.6106606,6.645018621,5.781710291,0.016193777,0.055062073,Not Sig,False
831,-0.604369286,6.725960021,7.260719298,0.007047906,0.029681353,Not Sig,False
832,-1.176909783,4.77156724,10.01394864,0.001553591,0.009418298,Down,False
833,0.196961235,6.203957448,0.32916606,0.566150555,0.700263185,Not Sig,False
834,-0.136167446,6.065768568,0.28821908,0.591364052,0.722501169,Not Sig,False
835,-0.916428014,6.750490244,13.76133042,0.000207565,0.001997667,Not Sig,False
836,-0.861579183,7.212276495,11.84219585,0.000579035,0.004468341,Not Sig,False
837,-0.512700037,4.80144221,2.824184416,0.09285405,0.198902073,Not Sig,False
838,-0.279063933,8.113130867,1.190445318,0.275239749,0.430650665,Not Sig,False
839,-0.273573594,6.249592915,1.206357604,0.272054691,0.427236843,Not Sig,False
840,-0.354358896,4.801497872,1.69605474,0.19280474,0.336347031,Not Sig,False
841,-1.078348484,7.872013339,14.52624652,0.00013822,0.001437914,Down,False
842,-0.148713651,8.308153419,0.32205384,0.570375969,0.703701222,Not Sig,False
843,-0.759492765,6.762754367,8.669454725,0.00323588,0.016491613,Not Sig,False
844,-0.382209963,8.518637131,1.98541435,0.158821176,0.292725858,Not Sig,False
845,-0.698006127,7.988452721,7.138206801,0.007545858,0.031256824,Not Sig,False
846,-0.915413741,7.417652201,6.759591162,0.009324512,0.036557667,Not Sig,False
847,-0.110555447,4.496392627,0.143879956,0.704453877,0.809741687,Not Sig,False
848,-0.274471564,5.468139456,0.849526364,0.356686362,0.510708315,Not Sig,False
849,-0.753095199,5.724271001,5.514348932,0.018861092,0.061044151,Not Sig,False
850,0.102222108,7.596549768,0.208994023,0.647557024,0.764590809,Not Sig,False
851,-0.278440885,5.395964921,0.818162998,0.36571781,0.519947609,Not Sig,False
852,-0.264431001,6.069774967,1.109026563,0.29229365,0.447785633,Not Sig,False
853,-0.52824378,4.775791474,3.202078111,0.073544765,0.169359252,Not Sig,False
854,0.01701505,6.767290501,0.004666412,0.945537953,0.967315062,Not Sig,False
855,-1.230579428,6.940648603,24.08303296,9.22697E-07,2.02163E-05,Down,False
856,-0.499236338,6.179498327,3.588331686,0.05818663,0.14241512,Not Sig,False
857,-0.700087034,5.930083714,6.739170621,0.009431846,0.036830144,Not Sig,False
858,0.297424491,8.993451643,1.328197398,0.249126156,0.401216173,Not Sig,False
859,-0.720869174,5.230018869,6.512647331,0.010710993,0.040297857,Not Sig,False
860,-0.497617199,7.473606048,3.435311581,0.063816547,0.152390899,Not Sig,False
861,-0.574559337,7.296755571,5.136630678,0.023426071,0.072033053,Not Sig,False
862,-0.98960663,5.148214696,10.29369613,0.001334854,0.008456854,Not Sig,False
863,-0.523446646,6.34497476,4.515918615,0.033580849,0.094969179,Not Sig,False
864,-0.735955786,6.738839571,6.057652536,0.013846162,0.048917659,Not Sig,False
865,-0.696765967,6.225559395,7.153036845,0.007483716,0.031150912,Not Sig,False
866,-0.821734403,6.910682919,10.15021311,0.001442846,0.008913463,Not Sig,False
867,0.754119516,8.350698266,3.397737621,0.065285905,0.154691186,Not Sig,False
868,-0.109325003,4.625757852,0.070434269,0.790705531,0.869697378,Not Sig,False
869,-0.294419793,6.953317357,1.639032957,0.200458202,0.345628084,Not Sig,False
870,-1.090589026,6.637014345,12.49148116,0.000408812,0.003405433,Down,False
871,-0.587641622,6.570086674,4.089524619,0.043149777,0.113918085,Not Sig,False
872,-0.098593357,6.713959299,0.140988136,0.707300641,0.811712062,Not Sig,False
873,0.099346786,6.778360746,0.205456878,0.650351803,0.766032357,Not Sig,False
874,-0.93940041,5.237069989,11.16734405,0.000832497,0.005890588,Not Sig,False
875,-0.734837601,4.344715196,4.910518669,0.026693624,0.079216574,Not Sig,False
876,-0.574186869,7.19888607,5.211731994,0.022434974,0.069677264,Not Sig,False
877,0.129829137,7.297667234,0.297506855,0.585449637,0.717231594,Not Sig,False
878,-0.776838298,4.450030504,4.001782583,0.045452169,0.118170806,Not Sig,False
879,-0.432951087,6.891887699,2.585086124,0.107874541,0.222609667,Not Sig,False
880,-1.126515394,5.976416624,14.93318839,0.000111386,0.001217508,Down,False
881,-0.281128581,5.228078675,0.677888427,0.410314786,0.565167769,Not Sig,False
882,-0.596673813,7.316089691,4.030343028,0.044688854,0.11684952,Not Sig,False
883,0.766432779,8.381421576,5.810128807,0.015934127,0.054403821,Not Sig,False
884,-0.585131529,7.466822892,5.382939033,0.020334594,0.064474448,Not Sig,False
885,-0.387750157,8.053418311,2.222078556,0.136049786,0.26381424,Not Sig,False
886,-0.072706644,7.07716097,0.066716724,0.796178621,0.873599952,Not Sig,False
887,-1.066464168,7.208615587,10.91597985,0.000953383,0.006505515,Down,False
888,-0.16958696,5.736576576,0.43032446,0.511829783,0.654092339,Not Sig,False
889,0.06845028,3.70939774,0.041311698,0.83893745,0.901374927,Not Sig,False
890,0.152857272,4.8021245,0.223225762,0.636592966,0.755796665,Not Sig,False
891,-0.825378265,6.414757732,13.17772278,0.000283297,0.002587647,Not Sig,False
892,-0.671754006,4.50402266,2.274739641,0.131497206,0.257108167,Not Sig,False
893,-0.677293538,6.841135027,8.090235143,0.004450439,0.020870812,Not Sig,False
894,-0.971103496,5.68733233,8.302918526,0.003958142,0.019155383,Not Sig,False
895,-0.740586942,7.974951148,7.32218455,0.006810857,0.029023879,Not Sig,False
896,-0.183110125,5.598539574,0.398137183,0.528052864,0.668304647,Not Sig,False
897,-1.522225495,4.544727631,23.69764908,1.1272E-06,2.39276E-05,Down,False
898,-0.744209938,7.431997861,6.723126111,0.009517067,0.037088025,Not Sig,False
899,-0.774683174,7.039050745,8.970559998,0.002743645,0.014503644,Not Sig,False
900,-0.867671413,6.68541723,11.2053794,0.000815605,0.005801914,Not Sig,False
901,-0.618117311,5.908115219,3.723505871,0.053651609,0.13440517,Not Sig,False
902,-0.482802703,7.441596354,2.966205812,0.085021047,0.187244156,Not Sig,False
903,-0.332030462,6.731398136,1.658439356,0.197814171,0.34254276,Not Sig,False
904,0.137804741,7.945990208,0.338935378,0.560444387,0.695477701,Not Sig,False
905,0.345026018,7.002181022,0.965557162,0.325790715,0.480643564,Not Sig,False
906,0.627786442,4.930553933,3.618468666,0.057141446,0.140362543,Not Sig,False
907,-0.961896231,6.921651284,15.94698538,6.51414E-05,0.000780094,Not Sig,False
908,-0.469566001,8.495377836,2.709360399,0.099760982,0.209672785,Not Sig,False
909,-0.443669142,6.298262323,3.687670083,0.054816138,0.136488928,Not Sig,False
910,-1.29497199,5.421500037,16.01591858,6.28121E-05,0.000761569,Down,False
911,-0.181952757,5.892451345,0.357339415,0.549987582,0.687864356,Not Sig,False
912,-0.734325255,6.527166909,8.229681757,0.004121076,0.019668441,Not Sig,False
913,0.029272764,6.733797681,0.012459928,0.911121505,0.946399685,Not Sig,False
914,-0.814970013,6.210256018,8.703716636,0.003175619,0.016245247,Not Sig,False
915,-0.988103283,6.634054584,17.62881114,2.6849E-05,0.000370342,Not Sig,False
916,-0.710309044,8.486929879,8.881953381,0.002880032,0.015020326,Not Sig,False
917,-0.571295275,6.590610443,5.72008605,0.016771908,0.056576131,Not Sig,False
918,-0.498274219,8.677936691,3.249975616,0.07142452,0.165708778,Not Sig,False
919,-0.5695788,4.786355872,3.184022327,0.074361468,0.170631702,Not Sig,False
920,-0.949475925,5.791183128,13.25036369,0.000272527,0.002516259,Not Sig,False
921,1.782171872,8.030594229,7.938701561,0.004838854,0.022311228,Up,False
922,-0.793881051,7.552042509,10.52414969,0.001178246,0.007697573,Not Sig,False
923,-0.930114907,6.617283012,12.61798771,0.000382052,0.003254131,Not Sig,False
924,0.110284888,5.299758933,0.144642459,0.703708714,0.809294714,Not Sig,False
925,0.036739685,6.340939321,0.023906458,0.877123161,0.926640054,Not Sig,False
926,0.128584767,7.817171603,0.259099859,0.610739239,0.737214734,Not Sig,False
927,-0.286378805,6.884020674,1.610354986,0.204441909,0.350280908,Not Sig,False
928,0.09211938,7.335444217,0.093247791,0.760088166,0.850476102,Not Sig,False
929,-0.366141801,6.768757359,2.526442912,0.111952333,0.22921971,Not Sig,False
930,-0.561624062,6.666188375,5.576059661,0.018207644,0.059809715,Not Sig,False
931,-0.702038317,5.942564667,5.126736693,0.023559983,0.072326817,Not Sig,False
932,-0.614960711,7.800763333,7.277092966,0.006983947,0.029521473,Not Sig,False
933,-0.60125334,9.242658881,3.737469097,0.053204977,0.133580955,Not Sig,False
934,-0.232811568,8.382575728,0.857649725,0.354397236,0.508178192,Not Sig,False
935,-1.067459273,6.32078459,21.38426622,3.75843E-06,6.94036E-05,Down,False
936,-0.653565082,6.02300992,6.219171199,0.012637426,0.04568245,Not Sig,False
937,-0.471901583,8.097925424,3.651093411,0.056032415,0.138385239,Not Sig,False
938,0.574727156,7.680350025,6.084977045,0.013633614,0.048435581,Not Sig,False
939,-0.957250528,7.163533192,10.38034982,0.001273636,0.008164208,Not Sig,False
940,-1.744291617,6.226610795,33.13427126,8.60093E-09,3.29251E-07,Down,False
941,-0.801012839,9.299775788,10.51164767,0.001186244,0.0077276,Not Sig,False
942,-0.710855898,9.507674638,8.108060037,0.004406886,0.020723619,Not Sig,False
943,-1.099792597,8.06698612,13.70064216,0.000214381,0.002043068,Down,False
944,0.719661814,8.848578957,5.474828244,0.019292256,0.06207177,Not Sig,False
945,-0.72300352,7.2166267,6.435936942,0.011183415,0.041686976,Not Sig,False
946,0.266784894,10.01715004,1.034732977,0.309049614,0.463851087,Not Sig,False
947,1.389335555,7.795624399,30.94103155,2.65988E-08,8.84119E-07,Up,False
948,-0.757320946,9.751022071,10.29290984,0.001335423,0.008456854,Not Sig,False
949,-0.297697017,10.30090007,1.37530829,0.240901936,0.392986782,Not Sig,False
950,-0.657443424,7.421333852,8.151443075,0.004302691,0.020345965,Not Sig,False
951,-0.879028924,7.941257566,12.95532718,0.000319012,0.002834095,Not Sig,False
952,-0.045345204,7.679676659,0.019091526,0.890104413,0.933677874,Not Sig,False
953,-0.574879871,6.69113734,2.736422313,0.09808414,0.20698214,Not Sig,False
954,-0.256233299,7.542098336,0.388871341,0.53289327,0.672058994,Not Sig,False
955,-0.052760763,6.158237049,0.049098776,0.824638957,0.893195018,Not Sig,False
956,-0.811280687,8.684779559,7.358519113,0.006674574,0.028595828,Not Sig,False
957,-0.055173586,8.68330746,0.04595276,0.830261693,0.896577365,Not Sig,False
958,-0.798546681,8.529605622,8.937969518,0.00279303,0.014662333,Not Sig,False
959,-0.492061849,8.670101792,3.313780178,0.068701288,0.160759127,Not Sig,False
960,-0.71991781,8.340585459,6.937236718,0.008441943,0.033944124,Not Sig,False
961,-0.764149496,6.196749033,5.560806223,0.018366954,0.060168527,Not Sig,False
962,-0.875896996,8.48670779,11.54259837,0.000680195,0.00503788,Not Sig,False
963,0.009052366,8.002412905,0.001443671,0.969691138,0.981648405,Not Sig,False
964,-0.828411516,7.789994484,10.39862981,0.001261089,0.008107208,Not Sig,False
965,-0.830271716,6.963502291,8.046791803,0.004558431,0.021249263,Not Sig,False
966,-0.836443043,8.255616364,8.530185001,0.003493042,0.017526927,Not Sig,False
967,-0.690562237,5.402262708,5.791672263,0.016102265,0.05488786,Not Sig,False
968,-0.535288183,4.289368662,2.945101819,0.086138271,0.189123746,Not Sig,False
969,-0.075740767,5.116631423,0.075609504,0.783337886,0.864819241,Not Sig,False
970,-0.43554749,8.780308907,3.69236467,0.054662069,0.13623531,Not Sig,False
971,-1.109790731,7.778412359,15.85998572,6.82057E-05,0.000808267,Down,False
972,-0.467192884,6.098487388,3.301586436,0.069213008,0.161623522,Not Sig,False
973,-0.677657816,4.333051427,4.925039523,0.026470197,0.078728904,Not Sig,False
974,-0.909829228,8.090492765,9.111547919,0.002540008,0.013714435,Not Sig,False
975,-0.798137629,7.763734683,9.606735523,0.00193865,0.01119488,Not Sig,False
976,-0.629718474,8.40778424,5.437982875,0.019703411,0.063121318,Not Sig,False
977,-1.425130615,5.874888058,11.79390508,0.00059425,0.004554799,Down,False
978,-0.952673348,7.825281452,10.83385436,0.00099661,0.006737002,Not Sig,False
979,-0.922334508,7.598764826,8.940587794,0.00278903,0.01465262,Not Sig,False
980,-0.853575787,8.911376336,10.99745136,0.000912373,0.006286054,Not Sig,False
981,-1.237893667,8.281750725,14.95386958,0.000110172,0.001206931,Down,False
982,-0.402585923,7.980615092,2.01853142,0.155389363,0.288839645,Not Sig,False
983,-1.098691661,7.923106266,15.33859216,8.98619E-05,0.001034323,Down,False
984,-1.379626402,6.713460315,32.84793907,9.96567E-09,3.7311E-07,Down,False
985,-0.378151426,5.299149844,2.134797119,0.143989511,0.273778121,Not Sig,False
986,-0.241935317,6.745690935,1.044336829,0.306814981,0.4612039,Not Sig,False
987,-0.666605485,6.73573806,4.797476336,0.028501457,0.083423079,Not Sig,False
988,-0.950666028,8.261143696,12.72621905,0.000360565,0.003133786,Not Sig,False
989,-0.9681543,8.992135731,12.41236268,0.000426501,0.003518374,Not Sig,False
990,-0.704261423,7.333055153,5.818977206,0.015854162,0.054232057,Not Sig,False
991,-1.048237307,7.460190193,15.53317551,8.10699E-05,0.000948019,Down,False
992,-0.105530961,7.714128209,0.076930437,0.781501108,0.863648933,Not Sig,False
993,-0.416455201,8.324793854,2.909744425,0.088045826,0.192348262,Not Sig,False
994,-0.835354527,9.0940373,10.37219194,0.001279276,0.008179246,Not Sig,False
995,-0.301803496,7.938700612,1.615919026,0.203661761,0.349295555,Not Sig,False
996,-0.922637371,8.618308803,12.33848194,0.000443716,0.003638362,Not Sig,False
997,-0.538656142,8.400128383,4.093148161,0.043057373,0.113806416,Not Sig,False
998,0.078357808,6.974580442,0.107430706,0.743088417,0.836994152,Not Sig,False
999,-0.606420851,6.104661187,3.979207951,0.046065219,0.119440032,Not Sig,False
