SequenceID,logFC,logCPM,LR,PValue,FDR,2-fold threshold?,Significant
4001,-0.457683364,6.130323263,3.706262096,0.05420866,0.135452076,Not Sig,False
4002,0.454994845,6.998890951,2.802409583,0.094122758,0.200862034,Not Sig,False
4003,0.720576218,6.1344781,8.279181184,0.004010221,0.019338744,Not Sig,False
4004,0.087005189,5.274830428,0.106773257,0.743848074,0.837505085,Not Sig,False
4005,1.042567795,4.550903651,10.04619075,0.001526633,0.009321216,Up,False
4006,-0.40579333,6.705357657,2.812581242,0.093527777,0.19996808,Not Sig,False
4007,0.242565281,8.188784683,1.127793125,0.288246559,0.443466258,Not Sig,False
4009,0.279731096,5.214765136,1.120821505,0.289741631,0.444990243,Not Sig,False
4010,0.524904291,3.675626274,2.618871023,0.105599549,0.218776323,Not Sig,False
4011,0.013099968,8.035982984,0.003164784,0.955137541,0.972841136,Not Sig,False
4012,0.183199036,3.414588751,0.251421482,0.616075942,0.740638932,Not Sig,False
4013,0.432857042,6.708191154,3.531518838,0.060212607,0.146010214,Not Sig,False
4014,-0.067611905,7.228210014,0.069441597,0.792151555,0.870600113,Not Sig,False
4015,-0.08796338,6.825510424,0.091593107,0.762161536,0.851862187,Not Sig,False
4016,0.893545403,9.87439962,16.84024564,4.06618E-05,0.000529533,Not Sig,False
4017,-0.490892915,7.425866801,4.083345044,0.043307843,0.114202647,Not Sig,False
4018,1.235074035,4.131168145,14.30590363,0.000155377,0.00157785,Up,False
4019,-0.700218886,8.343219194,8.829800814,0.002963507,0.015379542,Not Sig,False
4020,-0.775116478,6.246707619,10.7348252,0.001051379,0.007016747,Not Sig,False
4021,0.520190287,6.670760258,4.476031326,0.034373451,0.096665579,Not Sig,False
4022,0.128204639,5.477411544,0.260437397,0.609819816,0.736235335,Not Sig,False
4023,0.626496592,4.67950433,4.159227294,0.04140829,0.110823288,Not Sig,False
4024,-0.296743754,7.19637678,1.721579629,0.189489839,0.331838541,Not Sig,False
4025,0.458886214,5.451936421,3.031713132,0.081651763,0.181967696,Not Sig,False
4026,1.404797305,6.336973435,31.78312475,1.72384E-08,6.02372E-07,Up,False
4027,-0.287657952,4.488488803,0.77955412,0.37727754,0.531024414,Not Sig,False
4028,-0.710591562,5.163093295,6.052016492,0.013890425,0.04901572,Not Sig,False
4029,-0.231593494,9.087115248,0.956885593,0.3279728,0.481924535,Not Sig,False
4030,1.924254259,10.17259623,63.53280984,1.57718E-15,3.07054E-13,Up,False
4031,0.814402455,6.435298165,4.126295762,0.042221675,0.112153625,Not Sig,False
4032,-0.330717196,6.807146495,2.183268871,0.139517855,0.268173389,Not Sig,False
4033,-0.354688541,6.94825304,2.095010454,0.147780701,0.278863942,Not Sig,False
4034,-0.729844784,7.590589123,7.140839699,0.007534787,0.031245723,Not Sig,False
4035,-0.497167131,6.327552996,4.362470523,0.036738988,0.101722661,Not Sig,False
4036,-0.1445213,6.069050605,0.29878632,0.584644292,0.716504713,Not Sig,False
4037,-0.284220342,6.137487909,1.323952061,0.249884009,0.402056585,Not Sig,False
4038,-0.295350332,5.405857464,1.359969228,0.243542815,0.395576111,Not Sig,False
4039,-0.346366753,6.53303797,2.39458854,0.121755782,0.24363565,Not Sig,False
4040,0.631981294,6.890571372,7.512827916,0.006126111,0.026827329,Not Sig,False
4041,-0.669440903,5.946526472,3.945009436,0.04701059,0.12124533,Not Sig,False
4042,0.237364332,5.308516679,0.726820475,0.393915742,0.548343588,Not Sig,False
4043,0.243515946,6.929960922,0.775542542,0.378507865,0.532014245,Not Sig,False
4045,0.484782396,4.981156567,1.476592767,0.224308377,0.3751687,Not Sig,False
4046,0.202263744,5.648391136,0.446340377,0.504077994,0.648276912,Not Sig,False
4047,0.326223875,5.367265757,1.375581685,0.240855183,0.392986782,Not Sig,False
4048,-0.028678933,5.512768094,0.013721543,0.906749914,0.943729023,Not Sig,False
4049,0.299419183,8.371368682,1.609841038,0.204514149,0.350316594,Not Sig,False
4050,0.203149692,4.65778227,0.460640128,0.497324961,0.642908799,Not Sig,False
4051,-0.184628993,7.284559636,0.603799266,0.437132094,0.590175964,Not Sig,False
4052,-0.014251246,7.065308946,0.003621155,0.952015433,0.971602123,Not Sig,False
4053,1.439909056,8.352793606,38.71090036,4.91457E-10,2.46234E-08,Up,False
4054,-0.438017028,6.513940184,2.453267985,0.117280471,0.237336703,Not Sig,False
4055,-0.160130095,4.026559719,0.257627619,0.611754717,0.737917621,Not Sig,False
4056,-0.838209357,5.911970441,10.03099131,0.001539282,0.009373249,Not Sig,False
4057,-0.714453583,5.327404164,6.813760948,0.009045805,0.035845629,Not Sig,False
4058,-0.708676402,6.931413692,7.797682839,0.005231328,0.023700976,Not Sig,False
4059,0.31061645,5.64170906,1.43222108,0.231402299,0.38299132,Not Sig,False
4060,-0.264867704,7.651066987,1.179978792,0.277360313,0.43306431,Not Sig,False
4061,-0.006258308,6.894865677,0.00079242,0.977542546,0.985788798,Not Sig,False
4062,0.018602102,7.089902133,0.005622034,0.940230445,0.964723725,Not Sig,False
4063,-0.564266682,5.897290929,3.967761922,0.046379378,0.120026237,Not Sig,False
4064,-0.26038641,6.71365224,1.291070545,0.255850757,0.409145049,Not Sig,False
4065,-0.772115717,7.176651807,10.79095834,0.001019971,0.006874461,Not Sig,False
4066,-0.16625328,6.742886419,0.50725792,0.476328297,0.62453358,Not Sig,False
4067,0.631720044,6.524247913,4.510464149,0.033688098,0.095209746,Not Sig,False
4068,1.166863929,4.814309513,15.30388711,9.1528E-05,0.001048188,Up,False
4069,1.183905487,4.226076894,12.31450894,0.000449451,0.003672133,Up,False
4070,-0.366997555,8.071376856,2.327476257,0.127107805,0.250538787,Not Sig,False
4071,-0.133585573,7.382988176,0.167320059,0.682504622,0.792128512,Not Sig,False
4072,-0.347055782,7.65920069,2.125279873,0.144886313,0.274909244,Not Sig,False
4073,-0.397146059,6.387260931,2.818460963,0.093185715,0.199487106,Not Sig,False
4074,0.700060657,7.03381308,8.792246182,0.003025135,0.015651688,Not Sig,False
4075,-0.090994839,6.135846226,0.149972176,0.69856195,0.806369833,Not Sig,False
4076,0.477653566,6.924179834,4.492888233,0.034036128,0.096034027,Not Sig,False
4077,-0.262153796,7.561283681,1.163017901,0.280840533,0.437305162,Not Sig,False
4078,-0.080920339,6.98174232,0.109910505,0.740246047,0.835520385,Not Sig,False
4079,0.451664662,7.305454812,2.149890321,0.142580075,0.272216483,Not Sig,False
4080,0.877315723,9.113461392,13.81154646,0.00020209,0.001956029,Not Sig,False
4081,-0.142456503,7.944774793,0.361992561,0.547401695,0.685157081,Not Sig,False
4082,-0.232641882,7.222059882,0.908253664,0.340578198,0.493976126,Not Sig,False
4083,0.407991213,6.013560567,2.896493277,0.088772482,0.193134001,Not Sig,False
4084,-0.83478414,7.742231353,11.02743959,0.000897731,0.006216602,Not Sig,False
4085,-0.34898448,7.396158312,2.232371247,0.135146297,0.262585364,Not Sig,False
4086,-0.163107347,4.024085654,0.189328661,0.663475956,0.776791265,Not Sig,False
4088,-0.477708795,6.275901211,3.268059008,0.070641158,0.164170821,Not Sig,False
4089,0.239702061,8.270820371,1.138193855,0.286034299,0.441658217,Not Sig,False
4090,0.50110309,3.675440753,1.935029172,0.164209277,0.299818331,Not Sig,False
4091,-0.381890796,6.797864324,2.393015937,0.121878293,0.24363565,Not Sig,False
4092,0.651985306,3.361547135,3.684756907,0.054911976,0.136658218,Not Sig,False
4093,1.539205098,6.424413831,38.05779134,6.86799E-10,3.29567E-08,Up,False
4094,0.041529571,5.17867239,0.024831261,0.874788253,0.925160198,Not Sig,False
4095,0.229718665,8.190363137,0.943476914,0.33138527,0.484666071,Not Sig,False
4096,-0.239737316,7.89057691,0.965389522,0.325832717,0.480643564,Not Sig,False
4097,0.262372337,6.345919559,1.192100099,0.27490635,0.430227807,Not Sig,False
4098,-0.531808384,6.465376095,4.349173426,0.037026913,0.102333729,Not Sig,False
4100,-0.342276166,7.305546431,2.146552217,0.142890452,0.27250365,Not Sig,False
4101,0.345443934,6.583801965,2.223551805,0.135920051,0.263637696,Not Sig,False
4102,-0.383997979,7.510386044,2.633981223,0.104599137,0.217232101,Not Sig,False
4103,0.001132173,5.510049922,2.06967E-05,0.996370146,0.997887002,Not Sig,False
4104,-0.608328607,6.296518951,5.581515689,0.018151007,0.059773902,Not Sig,False
4105,-0.097704112,4.136234232,0.084163858,0.771732026,0.857003848,Not Sig,False
4106,0.597601245,5.346782854,5.592194434,0.018040681,0.05952988,Not Sig,False
4107,-0.512983542,6.64841402,5.421256519,0.019893039,0.063430588,Not Sig,False
4108,0.419417977,7.967487946,3.448857193,0.06329552,0.151544508,Not Sig,False
4109,-0.265199096,5.774555514,0.93779701,0.332845039,0.485862489,Not Sig,False
4110,-1.182456914,7.032581268,16.5487667,4.74148E-05,0.000603896,Down,False
4111,0.276889895,4.674639899,0.906208007,0.341122552,0.494660368,Not Sig,False
4112,0.340465564,4.280371471,0.891911044,0.344959958,0.498210503,Not Sig,False
4113,-0.724463361,4.765110449,4.634283465,0.031339228,0.089913895,Not Sig,False
4114,0.273403707,6.653933237,1.041924415,0.307374326,0.4619428,Not Sig,False
4115,-0.792986005,6.692011071,8.932793144,0.002800957,0.014692625,Not Sig,False
4116,-0.680085382,7.206561761,7.388265625,0.006565076,0.028241433,Not Sig,False
4117,0.184664494,7.438750397,0.270283961,0.603141352,0.731933246,Not Sig,False
4118,0.727907584,5.331027197,5.784629978,0.016166901,0.055025605,Not Sig,False
4119,-0.661586771,5.611965229,5.692580386,0.017036785,0.057214714,Not Sig,False
4120,-0.175063606,4.959982218,0.369966497,0.543022531,0.68230786,Not Sig,False
4121,-0.065506192,6.030364453,0.078925856,0.778758369,0.861718013,Not Sig,False
4122,-0.025107621,5.382139335,0.009703111,0.9215318,0.953144761,Not Sig,False
4123,-0.438395646,5.378831807,2.629872815,0.104870114,0.217488854,Not Sig,False
4124,-0.356976396,5.762679166,2.004130762,0.156871193,0.29043863,Not Sig,False
4125,-0.635046718,5.498909374,6.007469986,0.014245438,0.050086902,Not Sig,False
4126,-0.24378934,4.199528867,0.671192823,0.412636044,0.56756197,Not Sig,False
4127,-0.591374007,4.938510948,3.780953643,0.051839108,0.130584724,Not Sig,False
4128,0.245875107,5.524973522,0.599722251,0.438684019,0.591407158,Not Sig,False
4129,-0.140823034,5.964005274,0.315882381,0.574092755,0.706751225,Not Sig,False
4130,-0.837615022,7.90511896,14.06068399,0.000177005,0.001753074,Not Sig,False
4131,-0.696384452,5.607300436,4.808572053,0.028318502,0.083029728,Not Sig,False
4132,-0.283118381,5.868138727,0.81692381,0.366081109,0.520224542,Not Sig,False
4133,0.543458821,4.422159383,2.871766499,0.090145875,0.195063193,Not Sig,False
4134,0.205967295,6.14898359,0.599579896,0.43873836,0.591407158,Not Sig,False
4135,0.323316193,3.387091591,1.028540761,0.310501648,0.464670096,Not Sig,False
4136,-0.02459216,6.124326227,0.010894128,0.916871809,0.950451824,Not Sig,False
4137,-0.489875808,6.529781835,4.736705992,0.029525552,0.085757507,Not Sig,False
4138,0.379493917,6.071785759,2.630564263,0.104824454,0.217488854,Not Sig,False
4139,0.847082536,6.191352084,10.62613446,0.001115005,0.007347821,Not Sig,False
4140,-0.009677333,6.246706163,0.00161167,0.967977035,0.981079208,Not Sig,False
4141,0.441177056,4.419108806,1.708162601,0.191223937,0.334531427,Not Sig,False
4142,-0.570146947,7.468935184,6.483115453,0.010890394,0.040773155,Not Sig,False
4143,0.506431761,4.125785578,2.448279662,0.11765375,0.237562226,Not Sig,False
4144,-0.355572666,5.225684295,1.442211948,0.229781734,0.381420886,Not Sig,False
4145,0.68911272,8.876837606,8.507629196,0.003536605,0.01766747,Not Sig,False
4146,-0.11801754,8.261009484,0.263762373,0.607547057,0.734532584,Not Sig,False
4147,-0.668276432,6.919011841,8.093588408,0.004442212,0.02084658,Not Sig,False
4148,1.894482005,4.818012185,11.63527729,0.000647127,0.004861657,Up,False
4149,-0.4175626,6.625726756,2.741332951,0.097783171,0.206602954,Not Sig,False
4150,0.234655522,7.328788461,0.897772896,0.343379582,0.496664928,Not Sig,False
4151,0.356971158,6.144774579,2.171700607,0.140570707,0.269522172,Not Sig,False
4152,-0.271398882,8.79766835,0.831525771,0.361831707,0.516015331,Not Sig,False
4153,-0.09132775,5.311657236,0.088241292,0.766425009,0.854174029,Not Sig,False
4154,-0.529793506,6.909803482,4.934651158,0.026323375,0.078388858,Not Sig,False
4155,-0.247835525,6.086832393,0.777735273,0.37783467,0.531386056,Not Sig,False
4156,-0.32843113,5.250230714,1.161751286,0.281102635,0.437413418,Not Sig,False
4157,0.350830109,6.371564168,2.230775746,0.135285909,0.262627697,Not Sig,False
4158,-0.386611825,7.190116928,2.835819796,0.092183746,0.197901716,Not Sig,False
4159,0.134760859,6.318834862,0.268772055,0.60415668,0.732773873,Not Sig,False
4160,-0.691538761,7.177344054,7.146583419,0.007510693,0.031225054,Not Sig,False
4161,0.095538858,6.321146924,0.170032928,0.680082546,0.79064835,Not Sig,False
4162,0.496130485,4.116399329,1.845952656,0.174254859,0.311810034,Not Sig,False
4163,-0.705071007,5.798429206,7.21196149,0.007241931,0.030292521,Not Sig,False
4164,0.079299697,4.458745988,0.060215441,0.806155752,0.88158326,Not Sig,False
4165,0.367623201,7.418674905,1.346712091,0.245853737,0.397969539,Not Sig,False
4166,0.064955995,6.106846915,0.044106747,0.833655136,0.898390969,Not Sig,False
4167,-0.792869006,7.138761535,9.783610495,0.001760742,0.010378632,Not Sig,False
4168,-0.26028342,7.009212519,1.143788847,0.284853146,0.440533214,Not Sig,False
4169,-0.055098711,5.281047593,0.042849893,0.836008174,0.899646194,Not Sig,False
4170,1.573065212,5.366606171,32.00954432,1.53417E-08,5.4447E-07,Up,False
4171,-0.136482758,8.322579458,0.290535409,0.589877632,0.721401176,Not Sig,False
4172,-0.845592643,7.54958498,13.13706508,0.000289511,0.002630304,Not Sig,False
4173,0.165685203,2.97893343,0.213972829,0.643671203,0.761454093,Not Sig,False
4174,0.676822999,5.279360451,6.82438668,0.008992143,0.035664996,Not Sig,False
4175,-0.223032523,3.297285152,0.342023072,0.558663788,0.693845046,Not Sig,False
4176,-0.939678595,6.460621152,16.07359817,6.09276E-05,0.000744015,Not Sig,False
4177,-0.645695975,7.144345204,7.748754072,0.005374961,0.024122059,Not Sig,False
4178,0.052724082,6.341229752,0.046172639,0.829862285,0.896430185,Not Sig,False
4179,-0.398741898,6.276846907,2.826577982,0.092715727,0.198730721,Not Sig,False
4181,0.317274434,5.014079508,1.154660607,0.282575642,0.438505108,Not Sig,False
4182,-0.82744799,7.34024324,12.64173412,0.00037723,0.003229206,Not Sig,False
4183,-0.578466973,6.82617716,5.820275908,0.01584246,0.054232057,Not Sig,False
4184,0.227976095,5.008469345,0.415000583,0.519442257,0.660473883,Not Sig,False
4185,1.055885197,4.27165233,9.009755614,0.002685423,0.014284523,Up,False
4186,-0.193110619,6.348249795,0.564846329,0.452314147,0.602554955,Not Sig,False
4187,-0.31238645,5.202856819,1.447875287,0.228869187,0.380276674,Not Sig,False
4188,0.509913336,3.978515491,2.422559147,0.119599403,0.240682318,Not Sig,False
4189,-0.269776987,4.062681197,0.497181781,0.480741048,0.629229247,Not Sig,False
4190,-0.490967515,4.23844051,2.281820868,0.130898114,0.25615731,Not Sig,False
4197,0.775966761,2.764905413,5.130024469,0.023515396,0.072275106,Not Sig,False
4204,0.133349513,5.742223903,0.27209754,0.601928183,0.731231501,Not Sig,False
4206,0.847585897,3.170673575,6.259624301,0.01235204,0.044865031,Not Sig,False
4224,0.373091743,3.004525267,1.233193543,0.266786868,0.421306906,Not Sig,False
4226,0.292596335,4.035350427,0.775446021,0.378537537,0.532014245,Not Sig,False
4227,1.908429897,3.291256842,29.08493104,6.92737E-08,2.07943E-06,Up,False
4233,0.397543278,3.894494244,1.625563895,0.202317724,0.347515243,Not Sig,False
4236,0.68622107,2.775800979,3.594534141,0.057969874,0.142037656,Not Sig,False
4237,0.14377501,2.827692869,0.178147357,0.672970231,0.784805605,Not Sig,False
4239,0.847622261,2.85394827,5.878547162,0.015326463,0.052905025,Not Sig,False
4243,0.092277528,2.777747062,0.065925828,0.797363855,0.874312332,Not Sig,False
4268,0.767332351,5.377209612,5.234173075,0.022147334,0.069035652,Not Sig,False
4270,0.624244009,2.875861707,3.598158304,0.057843619,0.141779287,Not Sig,False
4286,1.068164629,2.99445025,6.444376275,0.011130411,0.041534843,Up,False
4299,0.852278614,2.989364085,5.067076621,0.024384474,0.074242986,Not Sig,False
4302,0.506721471,6.004397133,4.326837326,0.037515892,0.103161133,Not Sig,False
4307,1.08604991,3.547222706,8.421685586,0.003707719,0.018257791,Up,False
4311,0.563109458,3.031981886,2.73532495,0.098151535,0.207060235,Not Sig,False
4312,0.370373804,5.030767105,1.638089589,0.200587786,0.345676574,Not Sig,False
4320,-0.169295896,3.752947764,0.228649775,0.632526812,0.753101141,Not Sig,False
4328,0.492285287,5.622925629,3.146075822,0.076109795,0.173159312,Not Sig,False
4329,0.381968107,5.483409519,2.005235148,0.156756985,0.290334899,Not Sig,False
4331,0.448057078,2.711885856,1.619031325,0.203226908,0.348725297,Not Sig,False
4333,1.236581945,3.686480151,11.18561327,0.00082434,0.005838933,Up,False
4336,0.856587462,6.752009373,8.087977614,0.004455986,0.020882454,Not Sig,False
4339,0.125553641,3.164509955,0.131063981,0.717331408,0.819254821,Not Sig,False
4342,0.987846637,3.126406937,5.391401357,0.020236213,0.064314158,Not Sig,False
4345,-0.35801007,2.435134644,0.945138688,0.330959797,0.484530206,Not Sig,False
4346,0.448333267,2.994203383,1.177675441,0.277829738,0.433409303,Not Sig,False
4354,0.61707046,3.416193739,2.320466735,0.12768171,0.251451784,Not Sig,False
4356,1.168447184,4.746707471,11.1986382,0.000818574,0.005810169,Up,False
4357,-0.3426776,4.928546048,1.496646532,0.22118807,0.371408454,Not Sig,False
4362,-0.066066184,5.51678483,0.059339417,0.807543082,0.882014951,Not Sig,False
4369,0.438329204,4.039196566,1.370128721,0.241789769,0.393921525,Not Sig,False
4370,0.213191183,3.31357842,0.3711483,0.542379011,0.681624968,Not Sig,False
4378,0.107533754,6.126139074,0.18673269,0.665649998,0.778534001,Not Sig,False
4379,0.504694001,4.833385485,2.203252569,0.137719875,0.265691741,Not Sig,False
4383,0.899713023,3.667202806,7.03749951,0.007982039,0.032587929,Not Sig,False
4388,0.876845113,4.188961339,5.800346735,0.016023014,0.054645055,Not Sig,False
4391,1.659244894,6.070268212,33.14972658,8.53284E-09,3.2849E-07,Up,False
4396,-0.083619883,4.556534505,0.075455649,0.783552942,0.864916531,Not Sig,False
4399,0.698868578,3.255667495,3.670785486,0.055374082,0.137406772,Not Sig,False
4400,0.197108153,3.920731173,0.422807387,0.515539526,0.656737022,Not Sig,False
4406,0.066418879,2.253272439,0.033162636,0.855499452,0.912407774,Not Sig,False
4410,1.093406835,6.304382433,17.56904755,2.77062E-05,0.000379859,Up,False
4412,0.772072164,3.437195572,5.007226267,0.025241719,0.076206059,Not Sig,False
4414,0.698748972,3.125276369,4.54805488,0.032956165,0.093529075,Not Sig,False
4417,0.610122474,3.389945518,3.161413785,0.075397861,0.171999004,Not Sig,False
4422,0.41085837,3.759664692,1.359684221,0.243592216,0.395576111,Not Sig,False
4426,1.433105955,3.44366782,11.24724946,0.000797411,0.00570153,Up,False
4429,0.828483223,4.67343233,6.914177483,0.008551497,0.03421603,Not Sig,False
4440,0.192377225,3.847468617,0.363706381,0.546454977,0.684583336,Not Sig,False
4443,1.926997829,5.225895634,25.13661004,5.34092E-07,1.24278E-05,Up,False
4446,-0.023923969,4.961343176,0.006768487,0.934431361,0.960654087,Not Sig,False
4447,0.167152424,3.67036961,0.231882606,0.630131404,0.751569296,Not Sig,False
4458,0.593069991,3.017033274,3.054640422,0.080506813,0.180037225,Not Sig,False
4460,0.849102956,4.103333357,6.32100873,0.011931574,0.043888019,Not Sig,False
4465,0.028845737,5.173175463,0.00953295,0.922220679,0.953567785,Not Sig,False
4466,1.339306174,5.332426806,24.70874075,6.66811E-07,1.51455E-05,Up,False
4472,0.229813119,2.440950018,0.30309331,0.581949661,0.713844282,Not Sig,False
4474,0.843206565,3.086018827,3.652914336,0.055971192,0.138284156,Not Sig,False
4475,0.20980559,6.090764548,0.790833933,0.373848081,0.527777787,Not Sig,False
4481,0.257389134,4.459797054,0.590931573,0.442059111,0.594567255,Not Sig,False
4482,1.194085972,3.206035261,11.29440896,0.000777408,0.005608394,Up,False
4489,0.222531742,3.927813269,0.392220363,0.531134588,0.670461482,Not Sig,False
4498,1.140333216,3.806121204,9.194615825,0.00242728,0.013252795,Up,False
4499,0.414253183,5.376899286,2.123517275,0.145053091,0.275088161,Not Sig,False
4510,0.277819049,6.865219701,1.509229652,0.219256672,0.368655671,Not Sig,False
4511,0.076172865,3.057655301,0.043599777,0.834600003,0.898556552,Not Sig,False
4513,1.085186611,3.118791725,7.088415231,0.007758382,0.031923682,Up,False
4520,-0.074145355,3.021365598,0.045771628,0.830591469,0.896778346,Not Sig,False
4522,0.623623524,4.168880769,3.85200864,0.049686453,0.126235456,Not Sig,False
4523,0.358879581,5.475178448,1.795300401,0.180281693,0.319906109,Not Sig,False
4529,0.188244713,4.63197695,0.378282287,0.538523964,0.677523876,Not Sig,False
4532,0.73462915,5.371298967,5.481779735,0.019215685,0.061937407,Not Sig,False
4533,0.977114998,3.528410537,5.577909089,0.018188425,0.059809715,Not Sig,False
4538,-0.533478689,5.145420003,3.810862656,0.050921218,0.128700735,Not Sig,False
4541,-0.035969222,6.005187477,0.020523869,0.88608363,0.931333059,Not Sig,False
4542,0.638421963,2.909680794,3.342982317,0.067492176,0.158474048,Not Sig,False
4544,0.500676135,5.403495208,3.816798668,0.050741098,0.128436049,Not Sig,False
4548,0.575204881,2.406275744,2.431274087,0.118936195,0.23963076,Not Sig,False
4567,0.583446599,4.593336329,3.438203083,0.063704943,0.152310696,Not Sig,False
4576,0.738869193,3.403512389,5.4742859,0.019298244,0.06207177,Not Sig,False
4577,-0.25034885,4.641565384,0.570259085,0.450155981,0.60132579,Not Sig,False
4578,1.183250532,3.211109927,9.475750832,0.002082057,0.011822611,Up,False
4579,-0.105666832,3.387827522,0.098764629,0.753317195,0.845372754,Not Sig,False
4582,0.808562916,3.657226182,5.53838503,0.018603743,0.060638242,Not Sig,False
4584,-3.189498441,4.99704764,61.39666859,4.66599E-15,7.57002E-13,Down,False
4587,0.688726819,4.410732936,3.666648847,0.055511692,0.137526784,Not Sig,False
4592,1.003448935,3.165199381,4.84833887,0.02767277,0.081558068,Not Sig,False
4595,0.189621858,2.795135999,0.277103955,0.5986057,0.729156104,Not Sig,False
4611,-0.107684283,3.495402795,0.091897034,0.761779181,0.851862187,Not Sig,False
4617,0.232081172,2.416779979,0.443476954,0.505449034,0.648978654,Not Sig,False
4635,0.746587896,4.118689144,3.786848991,0.051656808,0.130221786,Not Sig,False
4636,0.966266044,3.334927624,5.640950047,0.017545697,0.058333974,Not Sig,False
4639,-0.054777363,5.405997438,0.042531423,0.8366101,0.900009665,Not Sig,False
4654,0.62068852,2.98336098,2.101170924,0.147186385,0.277973399,Not Sig,False
4655,0.949963704,3.914487539,6.191042829,0.01283985,0.046266917,Not Sig,False
4660,1.034254178,4.420384497,8.74611868,0.003102617,0.0159316,Up,False
4661,0.807167682,3.129207573,6.089608157,0.013597924,0.048403151,Not Sig,False
4664,0.374577751,5.470581499,1.809662737,0.178548693,0.317575253,Not Sig,False
4669,0.327266219,4.197802794,0.641818057,0.423053218,0.577476585,Not Sig,False
4672,1.14940941,4.390515565,11.30849718,0.000771532,0.005574993,Up,False
4680,0.122425932,6.942041289,0.27252166,0.601645215,0.731061542,Not Sig,False
4683,1.310703391,6.40354268,28.7383844,8.28453E-08,2.42278E-06,Up,False
4684,-0.56354129,5.256310627,2.372760624,0.123468538,0.245866448,Not Sig,False
4686,1.528287456,6.448407302,39.98982205,2.5529E-10,1.39163E-08,Up,False
4687,0.092711532,4.917675051,0.101281096,0.750297651,0.842817045,Not Sig,False
4689,0.249683213,5.373081094,0.658443963,0.417109821,0.571983562,Not Sig,False
4691,0.740893271,4.547109331,3.674921686,0.055236849,0.137216145,Not Sig,False
4693,0.128038682,2.774044998,0.131443696,0.716939837,0.81898207,Not Sig,False
4698,-0.166375941,5.184650907,0.360058638,0.548473671,0.686246712,Not Sig,False
4699,0.864085133,3.358271329,5.599670657,0.017963854,0.059342528,Not Sig,False
4707,0.326105058,3.489439412,0.960345951,0.327099731,0.481498718,Not Sig,False
4708,1.302075192,3.183911128,9.392496459,0.002178753,0.012239097,Up,False
4709,0.460637116,4.277154284,2.119967579,0.145389622,0.275572986,Not Sig,False
4711,0.246048094,6.617294768,1.076755653,0.299424474,0.454224393,Not Sig,False
4712,0.132797231,3.41148563,0.152827661,0.695847658,0.804053916,Not Sig,False
4714,0.090194793,2.702667712,0.050324175,0.822500142,0.891531427,Not Sig,False
4721,0.073256543,3.183460662,0.034935555,0.851730764,0.910284189,Not Sig,False
4722,2.446641503,4.969552986,54.00701265,1.99775E-13,2.26878E-11,Up,False
4732,0.017289954,5.654358359,0.003935531,0.949978476,0.970778845,Not Sig,False
4740,0.824567121,9.244549901,13.30698446,0.000264419,0.002451365,Not Sig,False
4743,0.775405289,4.52895234,6.561757302,0.010419342,0.039619084,Not Sig,False
4747,-0.154623141,3.605211682,0.167436216,0.682400448,0.792128512,Not Sig,False
4759,0.107430658,2.804714422,0.083916643,0.772058231,0.857087779,Not Sig,False
4772,2.461581528,4.320557382,31.19774433,2.33037E-08,7.86095E-07,Up,False
4777,0.290841657,3.152136872,0.696398735,0.403996424,0.559168825,Not Sig,False
4779,1.266869203,3.332135333,12.89411452,0.000329617,0.002913913,Up,False
4791,0.266995197,4.062953708,0.495347745,0.481551446,0.629927348,Not Sig,False
4794,0.482521411,2.818384271,1.668561657,0.196451299,0.340487163,Not Sig,False
4805,0.018856192,2.469454613,0.002538732,0.959814926,0.97643758,Not Sig,False
4807,0.551080708,4.897623738,3.226630117,0.072449631,0.1674599,Not Sig,False
4809,-0.409490139,5.54935736,2.616857933,0.105733621,0.218987506,Not Sig,False
4811,-0.081077024,4.502017175,0.072833477,0.78725505,0.867718494,Not Sig,False
4829,0.012576093,5.925578982,0.002034296,0.964025072,0.978529247,Not Sig,False
4834,1.62127195,4.765073607,16.55609369,4.7232E-05,0.000602694,Up,False
4838,0.449661029,4.356007103,2.314414665,0.128179544,0.252325547,Not Sig,False
4841,0.614624706,3.016643166,2.011864955,0.156073358,0.289462129,Not Sig,False
4849,0.391177686,3.281577076,1.11666199,0.290638351,0.445837398,Not Sig,False
4855,-0.101387232,3.781703522,0.075860418,0.782987665,0.864572671,Not Sig,False
4856,1.948654232,8.729309498,45.87046229,1.26337E-11,9.67256E-10,Up,False
4863,0.481123906,4.537910198,2.435572861,0.118610557,0.239045352,Not Sig,False
4883,0.353005991,4.82495647,1.463191274,0.226423038,0.377770372,Not Sig,False
4884,-0.680103387,3.621030998,3.742470234,0.053045968,0.133279951,Not Sig,False
4885,0.38551581,3.735660796,1.349163222,0.245424457,0.397509448,Not Sig,False
4899,0.29042129,2.808059465,0.570291251,0.450143204,0.60132579,Not Sig,False
4904,0.082228627,4.969834932,0.083679933,0.772371064,0.857140139,Not Sig,False
4910,0.565843573,4.485377599,2.967128134,0.08497258,0.187197917,Not Sig,False
4912,0.022925225,4.999462892,0.004810061,0.944707362,0.967132807,Not Sig,False
4914,0.182029905,3.910022205,0.315990557,0.574027195,0.706751225,Not Sig,False
4920,1.0131811,4.239592477,10.39186761,0.001265715,0.008121078,Up,False
4923,1.002926655,2.636886815,6.142686915,0.013195666,0.047199614,Up,False
