feature_combo,n_features,n_dna_detected,n_leah_detected,n_3class,auc_dna_detected,auc_leah_detected,auc_3class_avg,auc_3class_down,auc_3class_notsig,auc_3class_up
boltz_rosetta_A_BC_nres_all,1,12000,11796,6811,0.5018436375906755,0.5135670703197538,0.4925636492990408,0.5013049942433391,0.49051481575362366,0.48587113790015957
boltz_rosetta_A_BC_nres_int,1,12000,11796,6811,0.5676675044381945,0.6236759463532279,0.5385250141665074,0.5087832141205907,0.5466661612531477,0.5601256671257839
boltz_rosetta_A_BC_packstat,1,12000,11796,6811,0.487037189409504,0.49857446366407987,0.4926342206694687,0.5125350159101416,0.47909922193324916,0.48626842416501526
boltz_rosetta_A_BC_per_residue_energy_int,1,12000,11796,6811,0.5221170021077268,0.7650812075044692,0.6101601696666274,0.6327291105732183,0.5729073468992495,0.6248440515274145
boltz_rosetta_A_BC_sc_value,1,12000,11796,6811,0.4980053058863423,0.4999412714726178,0.498596521444366,0.49759036144578317,0.4992115934916628,0.4989876093956521
boltz_rosetta_A_BC_side1_normalized,1,12000,11796,6811,0.49659696872984527,0.566770889676812,0.4918643403187117,0.4702616334412141,0.5064303260457335,0.49890106146918756
boltz_rosetta_A_BC_side1_score,1,12000,11796,6811,0.5350108295267921,0.7495152319386584,0.6065809553498663,0.6188301739690137,0.5762503100962717,0.6246623819843133
esmfold_start_A_C_pdockq_max,1,12000,11796,6811,0.48892903210792626,0.6275540761176498,0.572029997895172,0.6101629996283101,0.5357433456137244,0.5701836484434814
esmfold_start_A_B_pdockq2,1,12000,11796,6811,0.4983608185559744,0.6594885081024898,0.5142859087952615,0.5276759407834497,0.5104371749776326,0.5047446106247022
esmfold_start_A_C_pdockq2,1,12000,11796,6811,0.4813668558301585,0.6243926169935442,0.5558370441806261,0.5702738720117491,0.5343018561022123,0.5629354044279171
esmfold_start_A_B_pdockq2_max,1,12000,11796,6811,0.5055157447855371,0.6452956284799192,0.5086000009008907,0.5040582193333152,0.5107759177788659,0.5109658655904908
esmfold_start_A_C_pdockq2_max,1,12000,11796,6811,0.48605563368107507,0.624838676947006,0.5556481423937285,0.5697974743216658,0.5343343607502805,0.562812592109239
esmfold_middle_B_A_ipSAE,1,12000,11796,6811,0.5109523251484385,0.49849179015537287,0.49928488503362844,0.49825668361935327,0.49995389548434244,0.49964407599718963
esmfold_middle_B_C_ipSAE,1,12000,11796,6811,0.47538194236663817,0.5412950052624471,0.4972142057928894,0.5104009718331566,0.4918030415091108,0.4894386040364007
esmfold_middle_B_A_ipSAE_max,1,12000,11796,6811,0.5132871561646021,0.5034415535551008,0.49934438019091915,0.4990440316571025,0.49968218749143983,0.49930692142421507
esmfold_middle_B_C_ipSAE_max,1,12000,11796,6811,0.489485468653382,0.5378834197497794,0.5005928859925058,0.5207244327195918,0.49573041320062944,0.4853238120572964
esmfold_middle_B_A_ipSAE_d0chn,1,12000,11796,6811,0.5089796557822858,0.5016360047695576,0.49923987365153594,0.49825668361935327,0.4998188613380649,0.49964407599718963
boltz_rosetta_A_B_delta_unsatHbonds,1,12000,11796,6811,0.5012232046090732,0.48313575287601174,0.4713611777712117,0.467417298992811,0.4760191895096215,0.4706470448112027
boltz_rosetta_A_B_hbond_E_fraction,1,12000,11796,6811,0.5198062736454365,0.569602877049884,0.4800139369299475,0.47429764203541025,0.4886456538102585,0.4770985149441737
boltz_rosetta_A_B_hbonds_int,1,12000,11796,6811,0.5351024607876382,0.6034490345209759,0.5279258369839549,0.5189330686175855,0.5258934727194371,0.538950969614842
boltz_rosetta_A_B_nres_all,1,12000,11796,6811,0.5040968108165613,0.5215976662920785,0.4920423857779528,0.4993645008929624,0.49860471145710716,0.4781579449837888
boltz_rosetta_A_B_nres_int,1,12000,11796,6811,0.5406718129774799,0.6120098954917904,0.5382845171129076,0.5544974480314033,0.5203525394328643,0.5400035638744553
boltz_rosetta_A_B_packstat,1,12000,11796,6811,0.46566549644612,0.5314581389153512,0.4938404652453477,0.5212901266465411,0.4907232506036991,0.4695080184858029
boltz_rosetta_A_B_per_residue_energy_int,1,12000,11796,6811,0.5175661905996716,0.7504139492328107,0.6022116454370541,0.6333922597840572,0.5620667091831322,0.6111759673439726
boltz_rosetta_A_B_sc_value,1,12000,11796,6811,0.4980053058863423,0.4999412714726178,0.498596521444366,0.49759036144578317,0.4992115934916628,0.4989876093956521
boltz_rosetta_A_B_side1_normalized,1,12000,11796,6811,0.4972304918915684,0.5685468385776916,0.49477219336600337,0.5227805125694652,0.4828854829419079,0.4786505845866369
boltz_rosetta_A_B_side1_score,1,12000,11796,6811,0.5201817332562051,0.7165301513113707,0.5873031973395915,0.6094998504174713,0.5550132005523283,0.5973965410489748
boltz_rosetta_delta_unsatHbonds,1,12000,11796,6811,0.4800946149907912,0.5022325528928585,0.5100117358617874,0.5306050386648173,0.5100462511241592,0.48938391779638557
boltz_rosetta_hbond_E_fraction,1,12000,11796,6811,0.5160313150353394,0.5616952015936224,0.5087694176509403,0.4744712484248506,0.5212668170561245,0.5305701874718458
boltz_rosetta_hbonds_int,1,12000,11796,6811,0.5535990930790764,0.6107909103908408,0.5268817403474065,0.488293127362724,0.5398337228103924,0.5525183708691034
boltz_rosetta_nres_all,1,12000,11796,6811,0.5018436375906755,0.5135670703197538,0.4925636492990408,0.5013049942433391,0.49051481575362366,0.48587113790015957
boltz_rosetta_nres_int,1,12000,11796,6811,0.5676675044381945,0.6236759463532279,0.5385250141665074,0.5087832141205907,0.5466661612531477,0.5601256671257839
boltz_rosetta_packstat,1,12000,11796,6811,0.487037189409504,0.49857446366407987,0.4926342206694687,0.5125350159101416,0.47909922193324916,0.48626842416501526
boltz_rosetta_per_residue_energy_int,1,12000,11796,6811,0.5221170021077268,0.7650812075044692,0.6101601696666274,0.6327291105732183,0.5729073468992495,0.6248440515274145
boltz_rosetta_sc_value,1,12000,11796,6811,0.4980053058863423,0.4999412714726178,0.498596521444366,0.49759036144578317,0.4992115934916628,0.4989876093956521
boltz_rosetta_side1_normalized,1,12000,11796,6811,0.4965971765104821,0.566770889676812,0.4918643403187117,0.4702616334412141,0.5064303260457335,0.49890106146918756
boltz_rosetta_side1_score,1,12000,11796,6811,0.535010829526792,0.7495152024860369,0.6065806531629394,0.6188292674082334,0.5762503100962716,0.6246623819843133
chai1_A_C_pdockq_max,1,12000,11796,6811,0.5403715699572471,0.5866468735232271,0.5533453622690421,0.5728702620867215,0.5299655238533961,0.5572003008670087
chai1_A_B_pdockq2,1,12000,11796,6811,0.4497854457143997,0.5479509737552107,0.4997667451987309,0.5491745764094754,0.4824702529421047,0.4676554062446125
chai1_A_C_pdockq2,1,12000,11796,6811,0.4324933177747192,0.5327642448708628,0.5246747774885777,0.5825215081545142,0.4919776213696552,0.49952520294156355
chai1_A_B_pdockq2_max,1,12000,11796,6811,0.4449171453932539,0.5330383898723037,0.507716074119566,0.566265513521354,0.4876827638943384,0.4691999449430059
chai1_A_C_pdockq2_max,1,12000,11796,6811,0.4323894274562996,0.5172741687108013,0.5298952086977163,0.5959082379178113,0.498764726920446,0.49501266125489163
esmfold_start_A_B_ipSAE,1,12000,11796,6811,0.49641349842751614,0.6093511042597768,0.5078214956037249,0.5287746924492552,0.4772554271187919,0.5174343672431276
esmfold_start_A_C_ipSAE,1,12000,11796,6811,0.49800530588634234,0.4998664176349339,0.498596521444366,0.49759036144578317,0.4992115934916628,0.4989876093956521
esmfold_start_A_B_ipSAE_max,1,12000,11796,6811,0.506885642524219,0.5941780561181416,0.49859906859640285,0.531886915608257,0.4858186175049779,0.47809167267597386
esmfold_start_A_C_ipSAE_max,1,12000,11796,6811,0.4980479009168943,0.5001271911461884,0.498596521444366,0.49759036144578317,0.4992115934916628,0.4989876093956521
esmfold_start_A_B_ipSAE_d0chn,1,12000,11796,6811,0.4963164648701123,0.6049998034037511,0.5161689990855735,0.5285707162736726,0.504218273823785,0.515718007159263
esmfold_middle_glycine_linker_B_C_pdockq_max,1,12000,11796,6811,0.5156510764699234,0.4862921608755204,0.5280906075944204,0.5403804835595203,0.5256155917369906,0.5182757474867502
esmfold_middle_glycine_linker_B_A_pdockq2,1,12000,11796,6811,0.48271057320859845,0.4972394499605114,0.5014128982732534,0.5067248678687662,0.49757256831473917,0.4999412586362549
esmfold_middle_glycine_linker_B_C_pdockq2,1,12000,11796,6811,0.48730813535994255,0.6180676517881349,0.5322724965798108,0.5790498336460967,0.5168535153439301,0.5009141407494053
esmfold_middle_glycine_linker_B_A_pdockq2_max,1,12000,11796,6811,0.48276023278080304,0.49840717277364327,0.5032738979096818,0.5082093611466181,0.4989352557566021,0.5026770768258252
esmfold_middle_glycine_linker_B_C_pdockq2_max,1,12000,11796,6811,0.48826018623794043,0.6166121032308496,0.532626326899972,0.5759598212262141,0.5184917688971606,0.5034273905765413
esmfold_end_glycine_linker_C_A_ipSAE,1,12000,11796,6811,0.49809028816680967,0.49974899003279105,0.49864080894287593,0.49759036144578317,0.49927911056480145,0.49905295481804307
esmfold_end_glycine_linker_C_B_ipSAE,1,12000,11796,6811,0.4915944421173014,0.4908437984633684,0.501399872065048,0.5043873008965887,0.5003149189197114,0.499497396378844
esmfold_end_glycine_linker_C_A_ipSAE_max,1,12000,11796,6811,0.4984054913928949,0.49959548296924244,0.49873524172403494,0.49774130381571435,0.49931286910137085,0.4991515522550195
esmfold_end_glycine_linker_C_B_ipSAE_max,1,12000,11796,6811,0.5220108262023019,0.5318566181586899,0.49836424302795,0.5154310243230258,0.4929163980451685,0.4867453067156557
esmfold_end_glycine_linker_C_A_ipSAE_d0chn,1,12000,11796,6811,0.49809028816680967,0.49974899003279105,0.49864080894287593,0.49759036144578317,0.49927911056480145,0.49905295481804307
boltz_max_helix_length,1,9940,9740,4815,0.6007297227926078,0.6839018507097638,0.5499471698010449,0.6051967464523519,0.4881718220971446,0.556472940853638
boltz_mean_helix_length,1,9940,9740,4815,0.6141260266940451,0.7321844068082504,0.5469849410008071,0.602880987970674,0.5291116301740738,0.5089622048576736
boltz_total_helix_length,1,9940,9740,4815,0.5907171457905545,0.7694009730590213,0.5987590567985389,0.6990492691165336,0.5137613350642583,0.5834665662148251
boltz_helical_wheel_count,1,9940,9740,4815,0.6249686858316222,0.5263555829656689,0.6382410312903264,0.6537184788305865,0.600800633171019,0.6602039818693737
boltz_max_hydrophobic_moment_long,1,9940,9740,4815,0.5238064681724846,0.691970544670578,0.5529060608420666,0.6153293019884949,0.4949390786617092,0.5484498018759957
boltz_mean_hydrophobic_moment_long,1,9940,9740,4815,0.5382520533880903,0.6874123693407341,0.5530686585164982,0.6112672205721533,0.49881607912431564,0.5491226758530259
boltz_min_hydrophobic_moment_long,1,9940,9740,4815,0.5490097535934292,0.6701901734743899,0.5511988116097687,0.6049419563993556,0.5000198210657598,0.5486346573641907
boltz_max_charge_moment_long,1,9940,9740,4815,0.4952777207392197,0.6754081313155273,0.5733128193366226,0.6280194643423342,0.5252206687868887,0.5666983248806449
boltz_mean_charge_moment_long,1,9940,9740,4815,0.4685354209445585,0.662504335541956,0.5765417388510455,0.6277460705711827,0.5304661845723855,0.5714129614095683
boltz_min_charge_moment_long,1,9940,9740,4815,0.5005349075975358,0.6350798424972721,0.575742724971907,0.6251900814681084,0.5286297197404716,0.5734083737071412
boltz_max_net_charge_total_long,1,9940,9740,4815,0.5108878336755647,0.5082345040614409,0.5226959238853205,0.533464044674807,0.5036331151752147,0.5309906118059396
boltz_mean_net_charge_total_long,1,9940,9740,4815,0.5411542607802874,0.5734659561121916,0.5006010712602392,0.4756631012236393,0.5130646676920765,0.5130754448650021
boltz_min_net_charge_total_long,1,9940,9740,4815,0.5617636036960985,0.6212153011686197,0.5252662722391571,0.5376806178375686,0.5218016211218792,0.5163165777580234
boltz_helical_wheel_count_long,1,9940,9740,4815,0.5236021560574949,0.671799716410751,0.5349769632509285,0.6094788370573124,0.4627710401474825,0.5326810125479906
boltz_A_BC_max_ipSAE,1,12000,11796,6811,0.5550009890358314,0.5170963632344692,0.5083819118413825,0.4891203640748094,0.5172126097200664,0.5188127617292716
boltz_A_BC_max_ipSAE_d0chn,1,12000,11796,6811,0.5497320876468592,0.525264841654607,0.4983289495800805,0.46122458230212043,0.5169056963961701,0.5168565700419508
boltz_A_BC_max_ipSAE_d0chn_max,1,12000,11796,6811,0.5468476768462556,0.5263054175004827,0.5060487301912838,0.4846945343450551,0.5172943053785644,0.516157350850232
boltz_A_BC_max_ipSAE_d0dom,1,12000,11796,6811,0.5537671876142793,0.523353734673408,0.5060063738762122,0.486381190676929,0.5147408096724574,0.5168971212792501
boltz_A_BC_max_ipSAE_d0dom_max,1,12000,11796,6811,0.5512468084894182,0.5242191999578238,0.5042903973445138,0.48275404099467856,0.5149434573448352,0.5151736936940277
boltz_A_BC_max_ipSAE_max,1,12000,11796,6811,0.551216056955166,0.5147872040729441,0.5089951466507369,0.48899253900477757,0.5190990367435628,0.5188938642038703
esmfold_start_glycine_linker_A_C_ipSAE_d0chn,1,12000,11796,6811,0.5005759679253186,0.503531575492886,0.500448347972568,0.4984085325500648,0.5013898871770417,0.5015466241905973
esmfold_start_glycine_linker_A_B_ipSAE_d0chn_max,1,12000,11796,6811,0.5168418672996496,0.6341762771797996,0.5192817006442251,0.5218141187775934,0.5133653904396596,0.522665592715422
esmfold_start_glycine_linker_A_C_ipSAE_d0chn_max,1,12000,11796,6811,0.490928712956868,0.512785471375218,0.5030124481752888,0.5018747676938,0.5029270580264876,0.5042355188055784
esmfold_start_glycine_linker_A_B_lis_score,1,12000,11796,6811,0.547612932931735,0.6952756669656598,0.5292372607759712,0.5360104073177586,0.5178273044445139,0.5338740705656412
esmfold_start_glycine_linker_A_C_lis_score,1,12000,11796,6811,0.4978804297236019,0.5356287184855109,0.5065818027535792,0.5061863707652279,0.5039334482281013,0.5096255892674083
esmfold_start_glycine_linker_A_B_lis_score_max,1,12000,11796,6811,0.5423319802658262,0.6897212412453924,0.5337439052812715,0.5387010797138894,0.5229842584908506,0.5395463776390745
esmfold_start_glycine_linker_A_C_lis_score_max,1,12000,11796,6811,0.505932552743037,0.5794000118105012,0.5168878427042385,0.5239055544979012,0.5048963381440212,0.5218616354707929
esmfold_start_glycine_linker_A_B_pdockq,1,12000,11796,6811,0.46470928995538535,0.5336599727239272,0.48971025737327595,0.46997425367383755,0.4978402252832534,0.501316293162737
esmfold_start_glycine_linker_A_C_pdockq,1,12000,11796,6811,0.5344182391505262,0.5731894994924577,0.5194042387084926,0.5401270998214076,0.5040110928622108,0.5140745234418593
esmfold_start_glycine_linker_A_B_pdockq_max,1,12000,11796,6811,0.46470928995538535,0.5336599727239272,0.48971025737327595,0.46997425367383755,0.4978402252832534,0.501316293162737
esmfold_ptm_end,1,12000,11796,6811,0.4859415621114502,0.5674516428451409,0.5500535568024265,0.6150044874758628,0.5290454590524384,0.5061107238789784
esmfold_plddt_binder_end,1,12000,11796,6811,0.5867367801647618,0.7973460389979217,0.631446343790553,0.6658480422819948,0.5843612325453897,0.6441297565442745
esmfold_plddt_hotspot_end,1,12000,11796,6811,0.48197253638654514,0.532753553569238,0.5483637839818641,0.5298448874504791,0.5564816968930958,0.5587647676020177
esmfold_ipae_end,1,12000,11796,6811,0.5377406515335874,0.6415922852981202,0.5576511619225298,0.6866436400228454,0.5157417020552584,0.47056814368948596
esmfold_n_hs_engaged_end,1,12000,11796,6811,0.5379442765576898,0.5542180792855737,0.5450811593137842,0.5302007125567734,0.552325345870675,0.5527174195139042
esmfold_z_axis_displacement_end,1,12000,11796,6811,0.6542999787232628,0.7242357081522058,0.5140156765701517,0.4333668760822069,0.541295467443846,0.567384686184402
esmfold_binder_below_membrane_end,1,12000,11796,6811,0.5400941828070667,0.5666818396755381,0.551463708724723,0.5355634728530374,0.5585111636586845,0.5603164896624468
esmfold_ptm_start_glycine_linker,1,12000,11796,6811,0.46705928895803833,0.5971124944352952,0.5374961909528425,0.5259086005421233,0.53561679932807,0.5509631729883342
esmfold_plddt_binder_start_glycine_linker,1,12000,11796,6811,0.5436935667790345,0.7952376436312314,0.6301552694127589,0.6844125939423609,0.5749753948494889,0.631077819446427
esmfold_plddt_hotspot_start_glycine_linker,1,12000,11796,6811,0.5316260829526792,0.6467793484697228,0.5750564515820018,0.6541180523448195,0.5143573126970293,0.5566939897041567
chai1_n_hs_engaged_none,1,12000,11796,6811,0.5359115585874906,0.5051188067211472,0.4913765802535524,0.4801667165275096,0.4899789230988253,0.5039841011343223
chai1_iptm_B,1,12000,11796,6811,0.6155854593448096,0.5972732468437467,0.5585530208124263,0.6045663466507112,0.514211379366088,0.5568813364204798
chai1_iptm_C,1,12000,11796,6811,0.604040751600742,0.6033856672056988,0.5594735356789643,0.6059343468682857,0.5107658866708567,0.5617203734977505
chai1_z_axis_displacement_none,1,12000,11796,6811,0.5369583574358873,0.5037676235283445,0.5100676721233021,0.5743497692802814,0.4714636196790276,0.48438962741059727
chai1_binder_below_membrane_none,1,12000,11796,6811,0.45640575236537473,0.5236690838924054,0.5267761543522754,0.5819399494139086,0.48772944712776584,0.5106590665151518
chai1_rmsd_alone,1,12000,11796,6811,0.5079168578248525,0.6695860596029757,0.5876098892597028,0.6765101036198972,0.515686723867131,0.5706328402920802
esmfold_ptm_start,1,12000,11796,6811,0.5229206976110213,0.5444821323462385,0.5417810598071195,0.507249313280209,0.5519114662123346,0.5661823999288151
esmfold_plddt_binder_start,1,12000,11796,6811,0.5590695416857825,0.8033157172295038,0.6264028058256489,0.6666050205336016,0.5776477206043202,0.6349556763390249
esmfold_plddt_hotspot_start,1,12000,11796,6811,0.5323709765357483,0.6164812746858988,0.5552173713850194,0.6612517791255316,0.43641270987682185,0.5679876251527044
esmfold_ipae_start,1,12000,11796,6811,0.47124980884181417,0.4576082969213028,0.5320971995545579,0.5219523692965995,0.5299154647663118,0.5444237646007626
boltz_singleaascorewithseq_solublempnn,1,12000,11796,6811,0.5764769878789089,0.5867851094024991,0.6369556052227057,0.7310460804844662,0.5487174263880642,0.6311033087955865
boltz_max_hydrophobic_moment,1,9940,9740,4815,0.6868347022587269,0.5478515847789532,0.6340581629172296,0.6556192935116703,0.5942486506163145,0.652306544623704
boltz_mean_hydrophobic_moment,1,9940,9740,4815,0.6784674024640657,0.5716451233718656,0.5702633961603326,0.6087686603381671,0.5330901489647888,0.5689313791780422
boltz_min_hydrophobic_moment,1,9940,9740,4815,0.5999060574948665,0.5549083606116672,0.5211974476999074,0.48038844563508243,0.5381636523709097,0.54504024509373
boltz_max_charge_moment,1,9940,9740,4815,0.6237153490759754,0.5569776344018007,0.6005909433450104,0.6219853888015322,0.5654136535774092,0.61437378765609
boltz_mean_charge_moment,1,9940,9740,4815,0.6092759240246407,0.5307660177849466,0.6089191742187245,0.6247953591002918,0.5740380578251154,0.6279241057307666
boltz_min_charge_moment,1,9940,9740,4815,0.5176316735112936,0.4882591942480931,0.5535389101277701,0.5962515934489029,0.4941714001669795,0.570193736767428
boltz_max_net_charge_total,1,9940,9740,4815,0.5709101642710472,0.5255505901081118,0.5559035156741062,0.5072255223600515,0.5723315502417481,0.5881534744205191
boltz_mean_net_charge_total,1,9940,9740,4815,0.5052066221765914,0.5416753482929297,0.5693767092910451,0.6478073496010716,0.55309718802849,0.5072255902435738
boltz_min_net_charge_total,1,9940,9740,4815,0.45311627310061603,0.5824602263442816,0.5785422595191045,0.70145966390361,0.5049490615845684,0.5292180530691352
esmfold_end_glycine_linker_C_B_pdockq_max,1,12000,11796,6811,0.54774736700377,0.6150258733917212,0.4921920761603715,0.45447297089033334,0.5114738514091971,0.5106294061815843
esmfold_end_glycine_linker_C_A_pdockq2,1,12000,11796,6811,0.5109978291079064,0.502891790921141,0.5002858553533319,0.5162868176996926,0.4829098855411995,0.5016608628191035
esmfold_end_glycine_linker_C_B_pdockq2,1,12000,11796,6811,0.6096288040478992,0.754055824793423,0.5574547432986671,0.5473678007742029,0.547876549468602,0.5771198796531964
esmfold_end_glycine_linker_C_A_pdockq2_max,1,12000,11796,6811,0.511370587570396,0.5030221924030791,0.5003726631004185,0.5157329090628882,0.4834773183144498,0.5019077619239175
esmfold_end_glycine_linker_C_B_pdockq2_max,1,12000,11796,6811,0.5993170666028365,0.7492807301658315,0.5606908857106222,0.5633676919869093,0.5449353128567553,0.5737696522882021
boltz_A_B_lis_score,1,12000,11796,6811,0.5371135695716062,0.5331960350291809,0.5129774074041181,0.5054479770096186,0.5195524621161703,0.5139317830865655
boltz_A_C_lis_score,1,12000,11796,6811,0.5332860424603887,0.535536958843054,0.5104209190990591,0.5042930185754304,0.5153623525571802,0.5116073861645667
boltz_A_B_lis_score_max,1,12000,11796,6811,0.5365122524085932,0.5274018060642064,0.5106216042309014,0.496662496487077,0.5191593198445795,0.5160429963610479
boltz_A_C_lis_score_max,1,12000,11796,6811,0.5344408872399418,0.5305798617405586,0.5070275804428626,0.49074038818932614,0.5152413040903386,0.5151010490489228
boltz_A_B_pdockq,1,12000,11796,6811,0.5342416256092128,0.609184284611285,0.5291101843695086,0.5887037993962305,0.47779546725094013,0.5208312864613553
esmfold_ipae_start_glycine_linker,1,12000,11796,6811,0.5119224529418414,0.6057350291956474,0.5350054869697362,0.6085833174685197,0.5159612289959208,0.48047191444476783
esmfold_n_hs_engaged_start_glycine_linker,1,12000,11796,6811,0.53931230427064,0.5649442528142348,0.5164571128607465,0.5030736943258362,0.5204304734258587,0.5258671708305448
esmfold_z_axis_displacement_start_glycine_linker,1,12000,11796,6811,0.49983086656161274,0.7338052919586834,0.5752307193455981,0.5771936504482943,0.5555948119109377,0.5929036956775625
esmfold_binder_below_membrane_start_glycine_linker,1,12000,11796,6811,0.5508538953051549,0.5781785232367194,0.4879241067496866,0.4867270436146392,0.48803558882796916,0.4890096878064515
esmfold_ptm_middle_glycine_linker,1,12000,11796,6811,0.5939550794885604,0.6361870665586541,0.47518618369972465,0.4626923042055355,0.4921192143173233,0.47074703257631517
esmfold_plddt_binder_middle_glycine_linker,1,12000,11796,6811,0.540181450674539,0.7866842341736706,0.6339614668882533,0.6791699529494954,0.5822604870411588,0.6404539606741053
esmfold_plddt_hotspot_middle_glycine_linker,1,12000,11796,6811,0.5504940192421492,0.558230630814776,0.5619796912739391,0.5841134288848396,0.535625865906463,0.5661997790305149
esmfold_ipae_middle_glycine_linker,1,12000,11796,6811,0.5007172587583694,0.6473073014374204,0.5586569064678644,0.6477023217021586,0.5303461272399753,0.4979222704614592
esmfold_n_hs_engaged_middle_glycine_linker,1,12000,11796,6811,0.5022336418460229,0.5190567149989095,0.5087986816970447,0.5030655352788127,0.5109415275139789,0.5123889822983422
esmfold_z_axis_displacement_middle_glycine_linker,1,12000,11796,6811,0.4925946981030459,0.6838411726148936,0.5272470762850684,0.4523149029526684,0.5458896184590906,0.5835367074434461
esmfold_middle_glycine_linker_B_C_ipSAE_d0chn,1,12000,11796,6811,0.5426987130898476,0.5924627943439775,0.5070936709825404,0.5093928762453879,0.5028806641519451,0.5090074725502881
esmfold_middle_glycine_linker_B_A_ipSAE_d0chn_max,1,12000,11796,6811,0.4944936053431206,0.4994659061607079,0.4990235745184675,0.49807355834171907,0.4995828409409643,0.49941432427271937
esmfold_middle_glycine_linker_B_C_ipSAE_d0chn_max,1,12000,11796,6811,0.5424439740290827,0.5922211208578018,0.50599768018065,0.505848676874541,0.5036047365348774,0.5085396271325316
esmfold_middle_glycine_linker_B_A_lis_score,1,12000,11796,6811,0.48487585522510124,0.5010667445001279,0.500395263292405,0.4991319680527981,0.5012612189262315,0.5007926028981854
esmfold_middle_glycine_linker_B_C_lis_score,1,12000,11796,6811,0.5440041988311093,0.6218921925076358,0.5121528974467461,0.5181162573544742,0.5054289513981243,0.5129134835876398
esmfold_middle_glycine_linker_B_A_lis_score_max,1,12000,11796,6811,0.4845887023849893,0.5010391768463517,0.5007335773550249,0.499511363739382,0.5014210414836471,0.5012683268420457
esmfold_middle_glycine_linker_B_C_lis_score_max,1,12000,11796,6811,0.5450536988277848,0.620750005117393,0.511438380721978,0.5150711196932198,0.5075296969023553,0.511714325570359
esmfold_middle_glycine_linker_B_A_pdockq,1,12000,11796,6811,0.5110799024594579,0.5352972292299009,0.513549189338185,0.5156377201809496,0.5043816651407809,0.5206281826928246
esmfold_middle_glycine_linker_B_C_pdockq,1,12000,11796,6811,0.5156510764699234,0.4862921608755204,0.5280906075944204,0.5403804835595203,0.5256155917369906,0.5182757474867502
esmfold_middle_glycine_linker_B_A_pdockq_max,1,12000,11796,6811,0.5110799024594579,0.5352972292299009,0.513549189338185,0.5156377201809496,0.5043816651407809,0.5206281826928246
esmfold_end_glycine_linker_C_B_ipSAE_d0chn,1,12000,11796,6811,0.5095865830224934,0.5065999937854968,0.5007960437167301,0.5032205571722557,0.5001391816236274,0.4990283923543075
esmfold_end_glycine_linker_C_A_ipSAE_d0chn_max,1,12000,11796,6811,0.4981669592218033,0.5001569677465814,0.49870532521828276,0.497651554298458,0.49931286910137085,0.4991515522550195
esmfold_end_glycine_linker_C_B_ipSAE_d0chn_max,1,12000,11796,6811,0.5207631034780816,0.5300241054981123,0.5020887421425813,0.5150720262540002,0.4895066893987007,0.501687510775043
esmfold_end_glycine_linker_C_A_lis_score,1,12000,11796,6811,0.510451158252382,0.5123249354582614,0.5004688044311092,0.49930194819911705,0.49754720118583123,0.5045572639083793
esmfold_end_glycine_linker_C_B_lis_score,1,12000,11796,6811,0.5536321302003337,0.5733056900844952,0.5054738657017838,0.5217910014776941,0.4946908431802162,0.49993975244744093
esmfold_end_glycine_linker_C_A_lis_score_max,1,12000,11796,6811,0.5047517353838789,0.5259346089950957,0.5025480345830609,0.5073966294070186,0.4938976140237976,0.5063498603183666
esmfold_end_glycine_linker_C_B_lis_score_max,1,12000,11796,6811,0.5646405561207188,0.6098380002730259,0.5087144781337156,0.5284206804645217,0.48647488345588646,0.5112478704807385
esmfold_end_glycine_linker_C_A_pdockq,1,12000,11796,6811,0.5139595343054143,0.5209305791401514,0.5071916537018939,0.521396194257844,0.4953118073471693,0.5048669595006683
esmfold_end_glycine_linker_C_B_pdockq,1,12000,11796,6811,0.54774736700377,0.6150258733917212,0.4921920761603715,0.45447297089033334,0.5114738514091971,0.5106294061815843
esmfold_end_glycine_linker_C_A_pdockq_max,1,12000,11796,6811,0.5139595343054143,0.5209305791401514,0.5071916537018939,0.521396194257844,0.4953118073471693,0.5048669595006683
esmfold_start_glycine_linker_A_C_pdockq_max,1,12000,11796,6811,0.5344182391505262,0.5731894994924577,0.5194042387084926,0.5401270998214076,0.5040110928622108,0.5140745234418593
esmfold_start_glycine_linker_A_B_pdockq2,1,12000,11796,6811,0.531111618095865,0.7100176465382052,0.5414689876882443,0.5845023434596172,0.5068307987424077,0.5330738208627078
esmfold_start_glycine_linker_A_C_pdockq2,1,12000,11796,6811,0.5536470904061862,0.5142629474092515,0.5071493547116533,0.5171942850408406,0.5071056896830439,0.4971480894110756
esmfold_start_glycine_linker_A_B_pdockq2_max,1,12000,11796,6811,0.5308730859247734,0.7053927455542373,0.5389504881868266,0.5856718068662913,0.5026099206886587,0.5285697370055298
esmfold_start_glycine_linker_A_C_pdockq2_max,1,12000,11796,6811,0.5507728608567877,0.5144359226556487,0.5076652670331429,0.515947310687445,0.5057535156139984,0.5012949747979853
esmfold_middle_glycine_linker_B_A_ipSAE,1,12000,11796,6811,0.4944668016409683,0.4991566683606833,0.498797292375247,0.4977272521236186,0.4994309275264021,0.4992336974757202
esmfold_middle_glycine_linker_B_C_ipSAE,1,12000,11796,6811,0.5482961156656626,0.5932697225430512,0.5029141721382383,0.5094309517981634,0.49006843144721496,0.5092431331693364
esmfold_middle_glycine_linker_B_A_ipSAE_max,1,12000,11796,6811,0.49442545329423737,0.499545192617936,0.4990479949202613,0.4980137253302147,0.499650358014103,0.49947990141646625
